,A,B,C,D,E,F,G,H,I,J
885,Silver,Aquamarine,Azure,Pea green,Fuchsia,Cyan,Yellow,Olden,Green,Cyan
886,Plum,Plum,Purple,White,Teal,Fuchsia,Magenta,Purple,Maroon,Yellow
887,Lime,Aquamarine,Orange,Charcoal,Green,Wheat,Silver,Lime,Yellow,Hot pink
888,Azure,Gray,Black,Teal,Azure,Purple,Fuchsia,Cyan,Magenta,Lime
889,Brown,White,Blue,Black,Plum,Blue,Ivory,Plum,Charcoal,Lime
890,White,Azure,Brown,White,Coral,Plum,Ivory,Lime,Brown,Olden
891,Blue,Ivory,Khaki,Black,Green,Silver,Coral,Khaki,Olden,Yellow
892,Green,Crimson,Olive,Lime,Pea green,Azure,Blue,Orange,Plum,Navy blue
893,Lime,Purple,Brown,Coral,Crimson,Black,Gray,Fuchsia,White,Red
894,Black,Teal,Blue,Yellow,Cyan,Teal,Aquamarine,Charcoal,Khaki,Magenta
895,Silver,Black,Ivory,Coral,Wheat,Coral,Azure,Green,Blue,Teal
896,Yellow,Wheat,Brown,Charcoal,White,Gray,Plum,Olive,Blue,Gray
897,Fuchsia,Black,Olden,Red,Yellow,Blue,Plum,Hot pink,Orange,Aquamarine
898,White,Wheat,Red,Fuchsia,Magenta,White,Cyan,Magenta,Gray,Lime
899,Magenta,Olive,White,Purple,Olive,Olden,Azure,Teal,Blue,Fuchsia
900,Hot pink,Fuchsia,Navy blue,Gray,Khaki,Azure,Ivory,Orange,Plum,Plum
901,Purple,Olive,Ivory,Blue,Brown,Hot pink,Brown,Khaki,Lime,Cyan
902,Navy blue,Charcoal,Maroon,Cyan,Teal,Orange,Charcoal,Blue,Coral,Olive
903,Wheat,Blue,Cyan,Olden,Navy blue,Hot pink,Lime,Navy blue,White,Maroon
904,Maroon,Olive,Magenta,Gray,Coral,Silver,Ivory,Magenta,Purple,Crimson
905,Charcoal,Plum,Ivory,Lime,Cyan,Charcoal,Brown,Teal,Khaki,Olive
906,Hot pink,Navy blue,Aquamarine,Orange,Gray,White,Purple,Green,Aquamarine,Gray
907,Lime,Olive,Black,Cyan,Orange,Blue,Brown,Red,Silver,Cyan
908,Yellow,Charcoal,Black,Fuchsia,Lime,Pea green,Teal,Red,Crimson,Lime
909,Wheat,White,Hot pink,Green,Gray,Coral,Pea green,Black,Pea green,White
910,Orange,Yellow,Wheat,Azure,Crimson,Coral,White,Khaki,Hot pink,Crimson
911,Blue,Purple,Blue,Maroon,Plum,Navy blue,Wheat,Black,Brown,Hot pink
912,Fuchsia,Coral,Lime,Plum,Blue,Khaki,White,Fuchsia,Fuchsia,Silver
913,Gray,Lime,Ivory,Charcoal,Silver,Lime,Gray,Gray,Wheat,Wheat
914,Olive,Purple,Ivory,Azure,Wheat,Wheat,Brown,Hot pink,Wheat,Black
915,Teal,Khaki,Cyan,Lime,Navy blue,Ivory,Crimson,Teal,Plum,Silver
916,Olden,Lime,Plum,Hot pink,Maroon,Plum,Red,Khaki,White,White
917,Coral,Blue,Cyan,Red,Lime,Crimson,Blue,Purple,Magenta,Navy blue
918,Pea green,Green,Olive,Maroon,Aquamarine,Olive,Black,Crimson,Red,Ivory
919,Olive,Navy blue,Orange,Brown,Azure,Charcoal,Red,Azure,White,Olden
920,Fuchsia,Fuchsia,Charcoal,Yellow,Ivory,Yellow,Magenta,Yellow,Cyan,Maroon
921,Ivory,Magenta,Cyan,Pea green,Teal,Olden,Khaki,Khaki,Lime,Azure
922,Ivory,Crimson,Gray,Olden,Lime,Green,White,Olive,Black,Orange
923,Aquamarine,Red,Ivory,Red,Silver,Hot pink,Silver,Charcoal,Charcoal,Hot pink
924,Azure,Aquamarine,Azure,Ivory,Brown,Maroon,Azure,Red,Teal,Cyan
925,Aquamarine,Teal,Aquamarine,Magenta,Azure,Teal,Red,Red,Yellow,Plum
926,Silver,Yellow,Wheat,Black,Hot pink,Silver,Blue,Crimson,Coral,Plum
927,Ivory,Maroon,Wheat,Pea green,Purple,Cyan,Magenta,Teal,Navy blue,Charcoal
928,Yellow,Magenta,Olive,Khaki,Yellow,White,Teal,Charcoal,Ivory,Lime
929,Crimson,Coral,Hot pink,Silver,Plum,Yellow,Plum,Red,Teal,Purple
930,Plum,Khaki,Olden,Cyan,Aquamarine,Aquamarine,Ivory,Black,Red,Plum
931,Navy blue,Cyan,Crimson,Red,Ivory,Navy blue,Charcoal,Khaki,Pea green,Olden
932,Brown,Maroon,Fuchsia,Coral,Fuchsia,Fuchsia,Yellow,Silver,Pea green,Maroon
933,Pea green,Khaki,Aquamarine,Olive,White,Olive,Gray,Charcoal,Ivory,Black
934,Wheat,Magenta,Cyan,Silver,Charcoal,Maroon,Cyan,Green,Ivory,Orange
935,Maroon,Red,Aquamarine,Purple,Khaki,Olden,Blue,Ivory,Aquamarine,Maroon
936,Coral,Azure,Brown,Coral,Navy blue,Aquamarine,Green,Ivory,White,Aquamarine
937,Crimson,Crimson,Black,Magenta,Ivory,Lime,Azure,Cyan,Pea green,Red
938,Hot pink,Maroon,Black,Ivory,Fuchsia,Pea green,White,Khaki,Wheat,Aquamarine
939,Khaki,Charcoal,Lime,Blue,Ivory,Charcoal,Orange,Brown,Navy blue,Brown
940,Red,Pea green,Orange,Magenta,Orange,Olden,Yellow,Charcoal,Silver,Wheat
941,Teal,Charcoal,White,Plum,Charcoal,Ivory,Ivory,Black,Wheat,Fuchsia
942,Cyan,Brown,Cyan,Fuchsia,Plum,Charcoal,White,Plum,White,Maroon
943,Orange,Brown,Red,Brown,Navy blue,Black,Blue,Maroon,Black,Coral
944,Khaki,Cyan,Khaki,Aquamarine,Aquamarine,Gray,Aquamarine,Cyan,Wheat,Magenta
945,Pea green,Khaki,Cyan,Khaki,Crimson,Green,Hot pink,Plum,Navy blue,Pea green
946,White,Navy blue,Khaki,Red,Charcoal,Cyan,Red,Cyan,Maroon,Lime
947,Olive,Silver,White,White,Fuchsia,White,Maroon,Hot pink,White,Blue
948,Navy blue,Maroon,Maroon,Azure,Purple,Lime,Lime,Green,Yellow,Hot pink
949,Wheat,Plum,Black,Magenta,Lime,Purple,Aquamarine,Olden,Silver,Green
950,Green,White,Blue,Silver,Lime,Khaki,Green,Coral,Aquamarine,Khaki
951,Teal,Hot pink,Crimson,Azure,Brown,Pea green,Pea green,Lime,Olive,Olden
952,Brown,Purple,Navy blue,Purple,Azure,Gray,White,Red,Silver,Azure
953,Brown,Hot pink,Green,Silver,Charcoal,Crimson,Maroon,Maroon,Hot pink,White
954,Teal,Plum,Lime,Red,White,Khaki,Charcoal,Navy blue,Cyan,Magenta
955,Fuchsia,Olive,Navy blue,Teal,Khaki,Wheat,Lime,Olden,Yellow,Yellow
956,Aquamarine,Navy blue,Lime,Gray,Fuchsia,Pea green,Maroon,White,Black,Hot pink
957,Teal,Yellow,Charcoal,Blue,Navy blue,Wheat,Navy blue,Lime,Olden,Gray
958,Green,Green,Gray,Wheat,Maroon,Olive,Blue,Black,Fuchsia,Yellow
959,Azure,Charcoal,Crimson,Olive,Teal,Pea green,Crimson,Azure,Hot pink,Crimson
960,Cyan,Olive,White,Navy blue,Crimson,Aquamarine,Azure,Magenta,Silver,Coral
961,Ivory,Orange,Hot pink,Purple,Yellow,Crimson,Green,Black,Green,Silver
962,Orange,Silver,Pea green,Gray,Charcoal,Brown,Green,White,Magenta,Olden
963,Yellow,Azure,Olden,Purple,Charcoal,Lime,Silver,White,Fuchsia,Black
964,Red,Khaki,Maroon,Red,Teal,Blue,Silver,Azure,Crimson,Red
965,Hot pink,Fuchsia,Black,Khaki,Charcoal,Orange,Coral,Gray,Olden,Magenta
966,Yellow,Silver,Black,Plum,White,Pea green,Fuchsia,Red,Maroon,Fuchsia
967,Magenta,Teal,Brown,Aquamarine,Azure,Magenta,Purple,Black,Aquamarine,Silver
968,Black,Olive,Yellow,Cyan,Azure,Purple,Gray,Olden,Green,Wheat
969,White,Azure,Hot pink,Magenta,Ivory,Lime,Black,Ivory,Olden,Yellow
970,Red,Coral,Black,Orange,Blue,Azure,Ivory,Crimson,Purple,Gray
971,Red,Blue,Navy blue,Olive,Magenta,Azure,Fuchsia,Fuchsia,Navy blue,Charcoal
972,Olden,Yellow,Orange,Coral,Green,Magenta,Silver,Plum,Teal,Black
973,Wheat,Silver,Plum,Olden,Olden,Plum,Red,Pea green,Olden,Orange
974,White,Charcoal,Purple,Navy blue,Purple,Blue,Purple,Blue,Wheat,Charcoal
975,Blue,Khaki,Lime,Blue,Hot pink,Blue,Coral,Black,Teal,Red
976,Pea green,Khaki,Plum,Crimson,Black,White,Silver,Yellow,Navy blue,Olive
977,Khaki,Azure,Plum,Olive,Olive,Black,Azure,Orange,Black,Hot pink
978,White,Coral,Plum,Red,Lime,Azure,Aquamarine,Maroon,Teal,Maroon
979,Cyan,Gray,Yellow,Cyan,Brown,Hot pink,Silver,Yellow,Red,Blue
980,Red,Purple,Green,Azure,Ivory,Lime,White,Brown,Magenta,Coral
981,Orange,Coral,Coral,White,Fuchsia,Ivory,Maroon,Fuchsia,Brown,Aquamarine
982,Navy blue,Pea green,Red,Olive,Orange,Purple,Plum,Magenta,Charcoal,Lime
983,Ivory,Wheat,Ivory,Olive,Wheat,Silver,Hot pink,White,Orange,Cyan
984,Brown,Yellow,Black,Brown,Silver,Coral,White,Coral,Plum,Crimson
985,Olive,Yellow,Olden,Gray,Olive,Yellow,Black,Purple,Coral,Purple
986,Hot pink,Purple,Lime,Lime,Purple,Purple,Cyan,Blue,Silver,Lime
987,Magenta,Charcoal,Teal,Coral,Plum,Olden,Hot pink,White,Black,Plum
988,Khaki,Lime,Ivory,Navy blue,Fuchsia,Olive,Fuchsia,Fuchsia,Fuchsia,Orange
989,Pea green,Teal,Olden,Aquamarine,Maroon,Plum,Crimson,Plum,Maroon,Charcoal
990,Gray,Fuchsia,Magenta,Red,Ivory,Green,Charcoal,Fuchsia,Red,Purple
991,Olive,Charcoal,Maroon,Brown,Purple,Ivory,Azure,Cyan,Fuchsia,White
992,Gray,Fuchsia,Wheat,Olive,Maroon,Ivory,Orange,Purple,Maroon,Yellow
993,Crimson,Wheat,Magenta,Red,Pea green,White,Maroon,Red,Orange,Plum
994,Maroon,Pea green,Plum,Green,Coral,Maroon,Silver,Charcoal,Olive,Navy blue
995,Gray,Purple,Silver,Hot pink,Lime,Charcoal,Green,Maroon,Wheat,Orange
996,Olden,Magenta,Gray,Green,Red,Wheat,Ivory,Red,Black,Aquamarine
997,Teal,Teal,Fuchsia,Plum,Crimson,Fuchsia,Blue,Orange,Yellow,Red
998,Fuchsia,Charcoal,Navy blue,Pea green,Maroon,Ivory,Navy blue,Cyan,Azure,Crimson
999,Magenta,White,Red,Azure,Orange,Aquamarine,Ivory,Cyan,Teal,Green
1000,Maroon,Brown,Olden,Lime,Blue,Black,Ivory,Blue,Black,Brown
1001,Cyan,Teal,Teal,Olive,Teal,Charcoal,Gray,White,Pea green,Black
1002,Teal,Silver,Green,Magenta,Navy blue,Aquamarine,Pea green,Silver,Teal,Olden
1003,Blue,Orange,Aquamarine,Pea green,Fuchsia,Yellow,Teal,Crimson,Black,Fuchsia
1004,Orange,Silver,Olive,Cyan,Orange,Navy blue,Khaki,Teal,Olden,Olive
1005,Red,Navy blue,Black,Purple,Orange,Navy blue,Khaki,Aquamarine,Hot pink,Maroon
1006,Gray,Blue,Blue,Ivory,Lime,Cyan,Charcoal,Magenta,Maroon,Olive
1007,Aquamarine,Yellow,Teal,Olden,Gray,Maroon,Ivory,Magenta,Wheat,Cyan
1008,White,Black,Maroon,Red,Teal,Plum,Lime,Yellow,Khaki,Teal
1009,Navy blue,Charcoal,Olden,Brown,Charcoal,Fuchsia,Green,Black,Crimson,Red
1010,White,Plum,Khaki,Yellow,Olive,Blue,Lime,Aquamarine,Pea green,Black
1011,Khaki,Green,Olden,Yellow,Pea green,Pea green,Red,Azure,Silver,Charcoal
1012,Gray,Lime,Silver,Olden,Ivory,Maroon,Lime,Orange,White,Hot pink
1013,Crimson,Olden,Azure,Lime,Hot pink,Orange,Pea green,Khaki,Crimson,Fuchsia
1014,Navy blue,Cyan,Fuchsia,Red,Coral,Brown,Wheat,Cyan,Silver,Pea green
1015,Coral,Olden,Olive,Red,Cyan,Silver,Black,Magenta,Silver,Hot pink
1016,Azure,Azure,Hot pink,Charcoal,Gray,Silver,White,Black,Red,Olden
1017,Fuchsia,White,Wheat,Khaki,Yellow,Purple,Gray,Aquamarine,Brown,Crimson
1018,Orange,Maroon,Lime,Orange,Black,Green,Crimson,Yellow,Pea green,Wheat
1019,Coral,Gray,Red,Pea green,Green,Khaki,Red,Red,Black,Wheat
1020,Gray,Plum,Wheat,Navy blue,Black,Magenta,Blue,Olive,Plum,Plum
1021,Crimson,Green,Gray,Ivory,Olive,Cyan,Khaki,Azure,Blue,Brown
1022,Aquamarine,Hot pink,Khaki,Purple,Ivory,Silver,Navy blue,Blue,Magenta,Purple
1023,Orange,Lime,Plum,Ivory,Red,Lime,Lime,Crimson,Black,Olive
1024,Plum,Azure,Hot pink,Red,Cyan,Olive,Lime,Silver,Khaki,Lime
1025,Olive,Crimson,Fuchsia,Pea green,White,Magenta,Cyan,Plum,Khaki,Olive
1026,Khaki,Pea green,Olive,Khaki,Maroon,Crimson,Olive,Hot pink,Hot pink,Lime
1027,Magenta,Coral,Ivory,Fuchsia,Gray,Lime,Silver,Red,Navy blue,Aquamarine
1028,Lime,Azure,Orange,Green,Lime,Coral,Orange,Coral,Gray,Crimson
1029,Green,Teal,Aquamarine,Charcoal,Lime,Silver,Cyan,Gray,Yellow,Gray
1030,Pea green,White,Olden,Pea green,Aquamarine,Blue,Olive,Cyan,Wheat,Teal
1031,Plum,Azure,Magenta,Ivory,Lime,Silver,Lime,Coral,Gray,Lime
1032,Charcoal,Hot pink,Wheat,Crimson,Coral,Orange,Coral,Navy blue,Khaki,Yellow
1033,Wheat,White,Magenta,Teal,Charcoal,Olden,Purple,Crimson,Coral,Fuchsia
1034,Red,Purple,Ivory,Azure,Cyan,Wheat,Maroon,Fuchsia,Lime,Coral
1035,Yellow,Aquamarine,Purple,Cyan,Hot pink,Red,Lime,Red,Orange,Yellow
1036,White,Khaki,Khaki,Black,Orange,Fuchsia,Crimson,Brown,Azure,Cyan
1037,Olive,Ivory,Hot pink,Charcoal,Aquamarine,Yellow,Charcoal,Hot pink,Lime,Navy blue
1038,Silver,Olden,Brown,Cyan,White,Teal,Gray,Teal,Azure,Khaki
1039,Cyan,Wheat,Navy blue,Maroon,Ivory,Navy blue,Wheat,Hot pink,Black,Cyan
1040,Coral,Red,Crimson,Red,Magenta,Lime,Navy blue,Aquamarine,Olive,Silver
1041,Brown,Fuchsia,Teal,White,Yellow,Yellow,Azure,Magenta,Green,Khaki
1042,Aquamarine,Brown,Ivory,Azure,White,Lime,Purple,Wheat,Cyan,Magenta
1043,Lime,White,Teal,Aquamarine,Olden,Coral,Wheat,Coral,Pea green,Brown
1044,Blue,White,Teal,Wheat,Pea green,Pea green,Magenta,Lime,Lime,Khaki
1045,Pea green,Aquamarine,Fuchsia,Silver,Wheat,Olive,Cyan,Olden,Plum,Azure
1046,Orange,Fuchsia,Khaki,Olive,Charcoal,Magenta,Navy blue,Khaki,Silver,Plum
1047,Gray,Green,Aquamarine,Hot pink,Purple,Pea green,Cyan,Green,Red,Magenta
1048,Ivory,Orange,Silver,Silver,Magenta,Plum,Blue,Orange,Olive,Wheat
1049,Gray,Red,Brown,Purple,Azure,Olive,Red,Gray,Hot pink,Brown
1050,Khaki,Purple,Aquamarine,White,Aquamarine,Brown,Red,Teal,Aquamarine,Brown
1051,Olive,Orange,Lime,Ivory,Green,Olive,Orange,Azure,Plum,Navy blue
1052,Blue,Silver,Yellow,White,Green,Charcoal,Maroon,Wheat,Maroon,Aquamarine
1053,Pea green,Orange,Black,Olden,Aquamarine,Blue,Cyan,Crimson,Black,Hot pink
1054,Cyan,Aquamarine,Olive,Blue,Pea green,Green,Plum,Green,Silver,Fuchsia
1055,Fuchsia,Navy blue,Orange,Teal,Black,Purple,Black,Pea green,Black,Plum
1056,Gray,Azure,Magenta,Crimson,Pea green,Green,Ivory,Orange,White,Brown
1057,Brown,Khaki,Maroon,Maroon,Blue,Olive,Hot pink,Olive,Hot pink,Purple
1058,Silver,Black,Olive,Wheat,Cyan,Hot pink,Black,Azure,Crimson,Teal
1059,Fuchsia,Yellow,Red,Green,Yellow,Aquamarine,Ivory,Ivory,Gray,Red
1060,Plum,Purple,Crimson,Brown,Lime,Khaki,Green,Olive,Maroon,Silver
1061,Yellow,Olden,Black,White,Green,Red,Purple,Azure,Cyan,Charcoal
1062,Purple,Orange,Hot pink,Brown,Blue,Purple,Orange,Orange,Magenta,Gray
1063,Teal,White,Black,Olden,Charcoal,Azure,Navy blue,Aquamarine,Khaki,Purple
1064,Teal,Orange,Fuchsia,Black,Black,Crimson,Coral,Crimson,Charcoal,Red
1065,Blue,Cyan,Magenta,Pea green,Yellow,Pea green,Silver,Charcoal,Lime,Cyan
1066,White,Ivory,White,Yellow,Orange,Aquamarine,Magenta,Olive,Brown,Purple
1067,Purple,Coral,Maroon,Coral,Azure,Khaki,Red,Gray,Pea green,Olive
1068,Magenta,Crimson,Lime,Olden,Orange,Coral,Azure,Lime,Ivory,Crimson
1069,Plum,Charcoal,Pea green,Yellow,Pea green,Crimson,Lime,Black,Green,Olive
1070,White,Orange,Azure,Aquamarine,Hot pink,Plum,Lime,Ivory,Blue,Navy blue
1071,Hot pink,Orange,Fuchsia,Red,Wheat,Yellow,Plum,Silver,Fuchsia,Charcoal
1072,Maroon,Green,Navy blue,Teal,Gray,Yellow,Aquamarine,Orange,Wheat,Navy blue
1073,Crimson,Black,Olden,Khaki,Cyan,Ivory,Azure,Orange,Blue,Ivory
1074,Charcoal,Silver,Plum,Khaki,Purple,Cyan,Crimson,Navy blue,Magenta,Olive
1075,Purple,Hot pink,White,Olden,Yellow,Fuchsia,Coral,Blue,Fuchsia,Plum
1076,Gray,Orange,Silver,Blue,Cyan,Cyan,Blue,Olden,Green,Coral
1077,Wheat,Olden,Red,White,Green,Cyan,Olden,Charcoal,Azure,Purple
1078,Coral,Green,Blue,Coral,Gray,Yellow,Pea green,Maroon,Blue,Navy blue
1079,Plum,Olden,Red,Olden,Brown,Ivory,Cyan,Lime,Yellow,Olive
1080,Olden,Red,Coral,Silver,Teal,Purple,Wheat,Olden,Yellow,Pea green
1081,Coral,Aquamarine,Red,Pea green,Purple,Lime,Fuchsia,Cyan,Lime,Lime
1082,Coral,Hot pink,Teal,Charcoal,Plum,Orange,Lime,Wheat,Aquamarine,Wheat
1083,Charcoal,Hot pink,Pea green,Wheat,Cyan,Lime,White,Fuchsia,Crimson,Teal
1084,Silver,Brown,Red,Yellow,Olden,Lime,Silver,Charcoal,Teal,Lime
1085,Yellow,Navy blue,Black,Blue,Silver,Olive,Brown,Blue,Crimson,Olive
1086,White,Pea green,Wheat,White,Charcoal,Magenta,Silver,Brown,Brown,Green
1087,Magenta,Charcoal,Teal,Khaki,White,Blue,Red,Lime,Coral,Orange
1088,Aquamarine,Brown,Olden,Yellow,Khaki,Lime,Fuchsia,Wheat,Olden,Cyan
1089,Silver,Blue,Yellow,Khaki,White,Brown,Plum,Charcoal,Black,Yellow
1090,Lime,Fuchsia,Plum,Fuchsia,Olden,Yellow,Azure,Teal,White,Teal
1091,Charcoal,Coral,Coral,Aquamarine,Purple,Magenta,Aquamarine,Azure,Brown,Olive
1092,Orange,Pea green,Navy blue,Yellow,Maroon,Gray,Silver,Gray,Brown,Navy blue
1093,Coral,Silver,White,Orange,Red,Aquamarine,Coral,Magenta,Magenta,Red
1094,Olden,Green,Lime,Fuchsia,Maroon,Magenta,Blue,Maroon,Wheat,Hot pink
1095,Cyan,Green,Green,Crimson,Hot pink,Blue,Plum,Ivory,Navy blue,Coral
1096,Black,Ivory,Cyan,Cyan,Lime,Charcoal,Khaki,Charcoal,Gray,Cyan
1097,Olden,Olive,Plum,Navy blue,Silver,Khaki,Coral,Maroon,Olive,Azure
1098,Silver,Coral,Olive,Plum,Orange,Black,Navy blue,Brown,Crimson,Lime
1099,Blue,Cyan,Plum,Azure,Pea green,Gray,Gray,Plum,Silver,Coral
1100,Magenta,Wheat,Black,Aquamarine,Black,Fuchsia,Orange,Olden,Silver,Cyan
1101,Khaki,Magenta,Purple,Lime,Green,Fuchsia,Brown,Crimson,Yellow,Fuchsia
1102,Navy blue,Olden,Navy blue,Pea green,Orange,Plum,Yellow,Gray,Purple,Green
1103,Magenta,Coral,Orange,Silver,Crimson,Olive,Magenta,Brown,Wheat,Ivory
1104,Fuchsia,Coral,Wheat,Olive,Ivory,Brown,Aquamarine,Plum,Yellow,Aquamarine
1105,Aquamarine,Plum,Orange,Orange,Fuchsia,Azure,Green,Azure,Navy blue,Green
1106,Cyan,Aquamarine,Ivory,Azure,Maroon,White,White,Magenta,Black,Fuchsia
1107,Blue,Orange,Teal,Olden,Charcoal,Silver,Maroon,Green,Navy blue,Yellow
1108,Aquamarine,Wheat,Lime,White,White,Plum,Khaki,Khaki,Black,Lime
1109,Yellow,Olive,Navy blue,Teal,Black,Gray,Yellow,Maroon,Olden,Teal
1110,Khaki,Yellow,Magenta,White,Ivory,Magenta,Plum,Ivory,Crimson,Brown
1111,Blue,Lime,Yellow,Purple,Azure,Hot pink,Wheat,Red,Wheat,Wheat
1112,Yellow,White,Silver,Crimson,Magenta,Red,Olden,Brown,Lime,Black
1113,Gray,Red,Silver,Azure,Blue,Azure,Magenta,Navy blue,Purple,Green
1114,Blue,Blue,Wheat,Yellow,Red,Lime,Coral,Purple,Silver,Olden
1115,Plum,Teal,Azure,Coral,Blue,Fuchsia,Charcoal,Black,Purple,Brown
1116,Teal,Ivory,Blue,Plum,Silver,Hot pink,Blue,Silver,Orange,Khaki
1117,Crimson,Navy blue,Ivory,Navy blue,Gray,Hot pink,Olive,Coral,Olden,Crimson
1118,Brown,Blue,Wheat,Crimson,Red,Aquamarine,Hot pink,Aquamarine,Gray,Lime
1119,Purple,Orange,Pea green,Ivory,Ivory,White,Orange,Black,Lime,Blue
1120,Plum,Olive,Olden,Olive,Khaki,Magenta,Khaki,Coral,Olive,Hot pink
1121,Magenta,Navy blue,Lime,Wheat,Teal,Blue,Red,Crimson,Wheat,Orange
1122,Aquamarine,Olive,Yellow,Khaki,White,Lime,Pea green,Magenta,Yellow,Charcoal
1123,Plum,Blue,Plum,Azure,Fuchsia,Orange,Olden,White,Gray,Black
1124,White,Olden,Silver,Orange,Red,Green,Azure,Coral,Red,Maroon
1125,Navy blue,Navy blue,Cyan,Silver,Teal,Cyan,Magenta,Olden,Ivory,Charcoal
1126,Pea green,Ivory,Ivory,Olden,Wheat,Orange,Aquamarine,Gray,Lime,Lime
1127,White,Ivory,White,Cyan,Khaki,Coral,Ivory,Black,Charcoal,Cyan
1128,Magenta,Ivory,Coral,Red,Blue,Gray,Olden,Magenta,Cyan,Charcoal
1129,Wheat,Khaki,Teal,Pea green,Wheat,Blue,Wheat,Azure,Pea green,Olive
1130,Olive,Black,Green,Brown,Navy blue,Plum,Ivory,Wheat,Navy blue,Olden
1131,Orange,Red,Olive,Navy blue,Yellow,Maroon,Wheat,Crimson,Coral,Blue
1132,Purple,Black,Yellow,Yellow,Ivory,Gray,Pea green,Green,Plum,Navy blue
1133,Maroon,White,Crimson,Pea green,Ivory,Azure,Charcoal,Azure,Azure,Cyan
1134,Hot pink,Magenta,Aquamarine,Lime,Cyan,Brown,Black,Blue,Khaki,Maroon
1135,Wheat,Black,Cyan,Plum,Navy blue,Khaki,Aquamarine,Khaki,Crimson,Green
1136,Magenta,White,Coral,Khaki,Brown,Pea green,Plum,Plum,Coral,Coral
1137,Fuchsia,Fuchsia,Magenta,Maroon,Azure,Wheat,Teal,Charcoal,Navy blue,Teal
1138,Orange,Green,Maroon,Maroon,Silver,Crimson,Yellow,Azure,Maroon,Plum
1139,Navy blue,Azure,Khaki,Purple,Ivory,Azure,Yellow,Pea green,Navy blue,White
1140,Purple,Charcoal,Aquamarine,Green,Lime,Coral,Cyan,Blue,Olive,Pea green
1141,Black,Purple,Khaki,Green,Silver,Magenta,Azure,Silver,Coral,Ivory
1142,Pea green,White,Khaki,Crimson,Gray,Olive,Charcoal,Black,Crimson,Silver
1143,Navy blue,Azure,Pea green,Azure,Charcoal,Coral,White,Plum,Olive,Brown
1144,Blue,White,Crimson,Gray,Coral,Pea green,White,Wheat,Coral,Green
1145,Wheat,Wheat,Blue,Pea green,Plum,Purple,Gray,Teal,Azure,Ivory
1146,Brown,Plum,Silver,Yellow,Yellow,White,Olden,Maroon,Gray,Yellow
1147,Pea green,Cyan,Maroon,Charcoal,Pea green,Olive,Hot pink,Khaki,Olden,Blue
1148,Lime,Pea green,Orange,Silver,Olive,Black,Plum,Yellow,White,Purple
1149,Red,Hot pink,Crimson,Olive,Green,Pea green,Plum,Navy blue,Maroon,Cyan
1150,Pea green,Azure,Plum,Olive,Blue,Maroon,Red,Olive,Magenta,Pea green
1151,Maroon,Wheat,Gray,Brown,Olive,Teal,Aquamarine,Aquamarine,Cyan,Blue
1152,Maroon,Olive,Fuchsia,Lime,Orange,Olive,Orange,Black,Magenta,Coral
1153,Aquamarine,Cyan,Cyan,Lime,Wheat,Black,Red,Coral,Brown,Plum
1154,Orange,Charcoal,Plum,Azure,Charcoal,Brown,Olive,Olden,Orange,Azure
1155,Yellow,Silver,Fuchsia,Coral,Silver,Magenta,Black,Khaki,Black,Khaki
1156,Black,Red,Olive,Wheat,Ivory,Olden,Silver,Green,Lime,Brown
1157,Ivory,Olden,Khaki,Olden,Crimson,Gray,Black,Green,Wheat,Orange
1158,Charcoal,Crimson,Coral,Charcoal,Cyan,Khaki,Orange,Olden,White,Orange
1159,Silver,Khaki,Magenta,Ivory,White,Cyan,Lime,Fuchsia,Coral,Coral
1160,Cyan,Charcoal,Crimson,Yellow,Coral,Maroon,Cyan,Red,Khaki,Wheat
1161,Brown,Teal,Magenta,Yellow,Blue,Teal,Charcoal,Olden,Maroon,Teal
1162,Green,Magenta,Plum,Navy blue,Silver,Maroon,Azure,Crimson,Pea green,Gray
1163,Gray,Olive,Pea green,Green,Silver,Black,Aquamarine,Navy blue,Magenta,Crimson
1164,Magenta,Charcoal,Brown,Khaki,Gray,Yellow,Olden,White,Charcoal,Olden
1165,Olive,Pea green,Charcoal,Wheat,Crimson,Coral,Gray,Plum,Lime,Blue
1166,Silver,Brown,Lime,Wheat,Olive,Maroon,Yellow,Azure,Yellow,Fuchsia
1167,Purple,Blue,Maroon,Fuchsia,Blue,Ivory,Black,Fuchsia,Cyan,Silver
1168,Green,Fuchsia,Aquamarine,Teal,Ivory,Brown,Azure,Olive,Green,Gray
1169,Lime,Coral,Purple,Pea green,Red,Red,Plum,Silver,Hot pink,Olive
1170,Olive,Brown,Azure,Blue,Crimson,Cyan,Charcoal,Navy blue,Yellow,Aquamarine
1171,Silver,Khaki,Olden,Teal,Red,Gray,Brown,Cyan,Plum,Black
1172,Pea green,Magenta,Navy blue,Aquamarine,Plum,Silver,Coral,Hot pink,Fuchsia,Navy blue
1173,Hot pink,Cyan,Charcoal,Lime,Aquamarine,Cyan,Lime,White,Green,Hot pink
1174,Hot pink,Olive,Red,Plum,Red,Green,Green,Cyan,White,Red
1175,Brown,Coral,Gray,Aquamarine,Charcoal,Brown,Khaki,Plum,Brown,Plum
1176,Green,Maroon,Pea green,Brown,Crimson,Olden,Purple,Magenta,Navy blue,Brown
1177,Wheat,Ivory,Teal,Crimson,Black,Purple,White,Orange,Navy blue,White
1178,White,Magenta,Coral,Ivory,Pea green,Olive,Magenta,Aquamarine,Blue,Crimson
