,A,B,C,D,E,F,G,H,I,J
12519,Blue,Orange,Fuchsia,Cyan,Blue,Coral,Navy blue,Olive,Black,Black
12520,Cyan,Navy blue,Blue,Navy blue,Fuchsia,Aquamarine,Aquamarine,Yellow,Maroon,Aquamarine
12521,Black,Khaki,Khaki,Green,Orange,Ivory,Green,Magenta,Olive,Wheat
12522,Red,Magenta,Brown,Ivory,Khaki,Pea green,Charcoal,Crimson,Navy blue,Magenta
12523,Magenta,Aquamarine,Teal,Maroon,Olive,Plum,Teal,Fuchsia,Azure,Olden
12524,Teal,Maroon,Wheat,Purple,Ivory,Navy blue,Pea green,Blue,Maroon,Blue
12525,Crimson,Black,Hot pink,Orange,Coral,Blue,Red,Yellow,Plum,Khaki
12526,Yellow,Crimson,Pea green,Fuchsia,Coral,Charcoal,Magenta,Charcoal,Charcoal,Olden
12527,Green,Red,Purple,Navy blue,Brown,Azure,Pea green,Aquamarine,Hot pink,Magenta
12528,Fuchsia,Maroon,Orange,Plum,Black,Wheat,Navy blue,Hot pink,Olive,Lime
12529,Navy blue,Coral,Hot pink,Olive,Maroon,Fuchsia,Azure,Magenta,Maroon,Navy blue
12530,Yellow,Hot pink,Cyan,Crimson,Gray,Wheat,Green,Fuchsia,Azure,Maroon
12531,Brown,Black,Brown,Silver,Coral,Ivory,Olive,Purple,Cyan,Navy blue
12532,Green,Red,Magenta,Purple,Orange,Azure,Coral,Pea green,Crimson,Orange
12533,Orange,Hot pink,Red,Silver,Purple,White,Cyan,Navy blue,Green,Olive
12534,Yellow,Wheat,Red,Fuchsia,Orange,Red,White,Gray,Brown,Silver
12535,Silver,Hot pink,White,Magenta,Azure,Charcoal,Fuchsia,Teal,Purple,White
12536,Azure,Fuchsia,Blue,Cyan,Maroon,Azure,Olden,Ivory,Maroon,Coral
12537,Orange,White,Gray,Magenta,Khaki,Magenta,Olden,Lime,Orange,Khaki
12538,Hot pink,Hot pink,Silver,Blue,Navy blue,Blue,Yellow,Charcoal,Charcoal,Ivory
12539,Purple,Plum,Navy blue,Navy blue,Silver,Ivory,Hot pink,Hot pink,Khaki,Lime
12540,Orange,Gray,Azure,Aquamarine,Azure,Hot pink,Ivory,Aquamarine,White,Purple
12541,Lime,Yellow,Black,Yellow,Green,Maroon,Hot pink,Charcoal,Orange,Olive
12542,Azure,Blue,Gray,Silver,Navy blue,Teal,Red,Lime,Pea green,Ivory
12543,Pea green,Green,Olive,Yellow,Khaki,Crimson,Brown,Azure,Lime,Magenta
12544,Navy blue,Azure,Wheat,Olden,Azure,Crimson,Blue,Orange,White,Azure
12545,Yellow,Fuchsia,White,Maroon,Navy blue,Fuchsia,Purple,Black,Blue,Lime
12546,Brown,Crimson,Coral,Azure,Crimson,White,Plum,Navy blue,Navy blue,Lime
12547,Teal,Lime,Khaki,Purple,Fuchsia,Purple,Silver,Crimson,Aquamarine,Yellow
12548,Pea green,Khaki,Teal,Fuchsia,Silver,Magenta,Aquamarine,Hot pink,Olden,Azure
12549,Cyan,White,Yellow,Magenta,Gray,Wheat,Yellow,Silver,Silver,Ivory
12550,White,Navy blue,Olive,Cyan,Coral,Azure,Maroon,Teal,Red,Black
12551,Khaki,Black,Olive,Red,Silver,Ivory,Silver,Silver,Maroon,Gray
12552,Pea green,Navy blue,Green,Coral,Hot pink,Red,Blue,Pea green,Teal,Maroon
12553,Khaki,Brown,Wheat,Plum,Yellow,Khaki,Navy blue,Magenta,Charcoal,Silver
12554,Silver,Red,Maroon,Cyan,Cyan,White,Magenta,Hot pink,Pea green,White
12555,Azure,White,Crimson,Fuchsia,Orange,Hot pink,Plum,Wheat,Lime,Silver
12556,Magenta,Blue,Coral,Red,White,Ivory,Ivory,Red,Pea green,Lime
12557,Crimson,Maroon,Wheat,Cyan,Charcoal,Yellow,Maroon,Orange,Purple,Navy blue
12558,Magenta,Black,Silver,Silver,Charcoal,Wheat,Wheat,Pea green,Cyan,Yellow
12559,Coral,Plum,Orange,Magenta,Pea green,Plum,Orange,Plum,Yellow,Black
12560,Lime,Khaki,Maroon,Hot pink,Silver,Olive,White,White,Brown,Charcoal
12561,Fuchsia,Yellow,Lime,Charcoal,Red,Silver,Azure,Teal,Black,Azure
12562,Black,Blue,Red,Magenta,Navy blue,Aquamarine,Wheat,Fuchsia,Blue,Maroon
12563,Blue,Green,Olden,Cyan,Teal,Navy blue,Green,Lime,Red,Pea green
12564,Teal,Olive,Orange,Cyan,Black,Olden,Crimson,Orange,Crimson,Blue
12565,Coral,Green,Hot pink,Crimson,Olive,Olden,Aquamarine,Crimson,Blue,Charcoal
12566,Navy blue,Coral,Magenta,Brown,Crimson,Khaki,Fuchsia,Purple,Aquamarine,Crimson
12567,Green,Ivory,Aquamarine,Gray,Maroon,Olive,Coral,Crimson,Olive,Plum
12568,Charcoal,Plum,Teal,Maroon,Plum,Orange,Azure,Lime,Orange,Black
12569,Fuchsia,Charcoal,Brown,Orange,Gray,Magenta,Aquamarine,Green,Green,Fuchsia
12570,Azure,Brown,Khaki,Khaki,Plum,Crimson,Wheat,Magenta,Blue,Magenta
12571,Brown,Aquamarine,Crimson,Ivory,Maroon,Magenta,Azure,Brown,Crimson,Pea green
12572,Azure,Black,Olden,Hot pink,Olive,Teal,Khaki,Green,Olden,White
12573,Blue,Black,Hot pink,Crimson,Maroon,Black,Red,Ivory,Coral,Charcoal
12574,Yellow,Olive,Wheat,Azure,Hot pink,Crimson,Wheat,Maroon,Yellow,Azure
12575,Cyan,Yellow,Gray,Purple,Khaki,Navy blue,Teal,Olden,Brown,Magenta
12576,Brown,Red,Black,Aquamarine,Silver,Charcoal,Silver,Aquamarine,Plum,Purple
12577,Purple,Silver,Fuchsia,White,Olden,Red,Lime,Teal,Magenta,Green
12578,Charcoal,Olive,Khaki,Olive,Wheat,Charcoal,Teal,Silver,Crimson,Green
12579,Crimson,Azure,Ivory,Teal,Yellow,Crimson,Purple,Orange,Navy blue,Olden
12580,Orange,Fuchsia,Hot pink,Olive,Maroon,Charcoal,Navy blue,Maroon,Silver,Olden
12581,Wheat,Gray,Khaki,Maroon,Silver,Crimson,White,Cyan,White,Coral
12582,Gray,Crimson,Ivory,Ivory,Aquamarine,Yellow,Maroon,Olden,Navy blue,Plum
12583,Red,Hot pink,Plum,Magenta,Olden,Orange,Olden,Green,Olden,Crimson
12584,Olden,Navy blue,Azure,Wheat,Orange,Maroon,Olden,Coral,Ivory,Wheat
12585,Wheat,Charcoal,Khaki,Blue,Brown,Black,Cyan,Coral,Black,Olden
12586,Navy blue,Red,Red,Teal,Cyan,Yellow,Coral,Cyan,Ivory,Olden
12587,Hot pink,Navy blue,Fuchsia,White,Olive,Black,Navy blue,Wheat,Ivory,Brown
12588,Wheat,White,Aquamarine,Olden,Navy blue,Purple,Khaki,Blue,Magenta,Olive
12589,Silver,Wheat,Plum,Cyan,Gray,Cyan,Crimson,Green,Gray,Magenta
12590,Olive,Azure,Silver,Yellow,Maroon,Black,Olive,Crimson,Green,Crimson
12591,Fuchsia,Olden,Coral,Orange,Ivory,Hot pink,Wheat,Crimson,Lime,Aquamarine
12592,Black,Red,Blue,Fuchsia,Black,Maroon,Teal,Yellow,Plum,Cyan
12593,Green,Hot pink,Gray,Fuchsia,Plum,Ivory,Fuchsia,Purple,Ivory,Orange
12594,Cyan,Crimson,Hot pink,Navy blue,Silver,Olive,Navy blue,Gray,Cyan,Brown
12595,Crimson,Brown,Orange,Fuchsia,Teal,Magenta,Lime,Lime,Yellow,Maroon
12596,Magenta,Khaki,Brown,Charcoal,Crimson,Hot pink,Maroon,Silver,Magenta,Fuchsia
12597,Orange,Wheat,Coral,Ivory,Coral,Lime,Black,Khaki,Green,Magenta
12598,Teal,Azure,Olive,Hot pink,Gray,Azure,Teal,Silver,Red,Teal
12599,Silver,Aquamarine,Cyan,Aquamarine,Red,Crimson,Hot pink,Olive,Teal,Plum
12600,Magenta,Khaki,Charcoal,Teal,Charcoal,Silver,Plum,Ivory,Gray,White
12601,Purple,Aquamarine,Ivory,Navy blue,Purple,Blue,Teal,Olive,Yellow,Plum
12602,Gray,Aquamarine,Purple,Azure,Pea green,Olden,Lime,Yellow,White,Olive
12603,Azure,Green,Yellow,Crimson,Black,Purple,Maroon,Navy blue,Navy blue,Purple
12604,Silver,Magenta,Maroon,Red,Magenta,White,Olden,Magenta,White,Purple
12605,Red,Silver,Blue,Azure,Lime,Magenta,Ivory,Olive,Fuchsia,Crimson
12606,Coral,White,Pea green,Silver,Olive,White,Olive,Charcoal,Yellow,Gray
12607,Charcoal,Crimson,Crimson,White,Olive,Crimson,Silver,Orange,Olive,Silver
12608,Olive,Silver,Pea green,Green,Ivory,Orange,Green,Orange,Lime,Coral
12609,Orange,Olive,Navy blue,Pea green,Purple,Teal,Olive,Orange,Maroon,Crimson
12610,Azure,Orange,Hot pink,Fuchsia,Ivory,Magenta,Navy blue,Teal,Olden,Charcoal
12611,Azure,Plum,Fuchsia,Wheat,Cyan,Fuchsia,Maroon,Khaki,Fuchsia,Plum
12612,Maroon,Blue,Magenta,Coral,Wheat,Cyan,Gray,Green,Fuchsia,Black
12613,White,Hot pink,Maroon,Aquamarine,Brown,Silver,Crimson,Olden,Gray,Yellow
12614,Aquamarine,Blue,White,Yellow,Silver,Navy blue,Fuchsia,Hot pink,Pea green,Silver
12615,Maroon,Black,Pea green,Teal,Purple,Orange,Aquamarine,Pea green,Olive,Lime
12616,Ivory,Ivory,Ivory,Teal,Red,Black,Aquamarine,Khaki,White,Magenta
12617,Brown,Fuchsia,White,Blue,Olden,Teal,Hot pink,Gray,Olive,Orange
12618,Black,Coral,Yellow,White,Khaki,Red,White,Maroon,Aquamarine,Green
12619,Red,Blue,Khaki,Gray,Magenta,Olden,Navy blue,Plum,Coral,Blue
12620,Blue,Pea green,White,Plum,Khaki,Yellow,Red,Purple,Coral,Magenta
12621,Crimson,Purple,Ivory,Red,Teal,Magenta,Navy blue,Ivory,Khaki,Maroon
12622,Purple,Crimson,Azure,Orange,Lime,Green,Brown,Brown,Blue,Olive
12623,Coral,Purple,Orange,Hot pink,Maroon,Teal,Blue,Wheat,Azure,Lime
12624,Magenta,Aquamarine,Magenta,Khaki,Khaki,Lime,Navy blue,Khaki,Gray,Maroon
12625,Plum,Plum,Black,Green,Yellow,Blue,Blue,Navy blue,Cyan,Navy blue
12626,Ivory,Ivory,Red,Orange,Brown,Lime,Orange,Fuchsia,Aquamarine,Magenta
12627,Azure,Olden,Cyan,Purple,Hot pink,Khaki,Lime,Khaki,Brown,Fuchsia
12628,Navy blue,Hot pink,Brown,Ivory,Charcoal,Charcoal,Lime,Charcoal,Purple,Teal
12629,Blue,Aquamarine,Plum,Azure,Green,Yellow,Plum,Olden,Crimson,Orange
12630,Olive,Fuchsia,Plum,Magenta,Lime,Maroon,Brown,Charcoal,Black,Ivory
12631,Crimson,Coral,Plum,Blue,Plum,Hot pink,Coral,Aquamarine,Charcoal,White
12632,Brown,Olive,Lime,Brown,Blue,Pea green,Olden,Coral,Crimson,Hot pink
12633,Teal,Red,Navy blue,Olive,Olive,Coral,Aquamarine,Silver,Navy blue,Red
12634,Purple,Cyan,Lime,Lime,Khaki,Black,Lime,Azure,Coral,Navy blue
12635,Purple,Lime,White,Olive,Coral,Navy blue,Plum,Purple,Aquamarine,Coral
12636,Red,Coral,Yellow,Pea green,Purple,Gray,Azure,Green,Wheat,Olden
12637,Black,Cyan,Green,Crimson,Fuchsia,Khaki,Green,Olden,Wheat,Blue
12638,Navy blue,Khaki,Fuchsia,Silver,Gray,Wheat,Green,Navy blue,Orange,Maroon
12639,Teal,Magenta,Orange,Magenta,Navy blue,Silver,Aquamarine,Olive,Khaki,Brown
12640,Navy blue,Lime,Ivory,Gray,Black,Ivory,Olden,Khaki,Magenta,Teal
12641,Wheat,Lime,Blue,Red,Gray,Green,Orange,Wheat,Red,Navy blue
12642,Ivory,Olden,Crimson,Olive,Pea green,Purple,Teal,Red,Brown,Teal
12643,Navy blue,Navy blue,Plum,Crimson,Hot pink,Khaki,Ivory,Orange,Blue,Purple
12644,Pea green,Lime,Red,White,Orange,Yellow,Khaki,Purple,Azure,Coral
12645,Black,Blue,Wheat,Fuchsia,White,Red,Aquamarine,Purple,Azure,Hot pink
12646,White,Orange,Magenta,Orange,Pea green,Coral,Navy blue,Wheat,Silver,Yellow
12647,Khaki,Black,Pea green,Black,Crimson,Magenta,Hot pink,Green,Red,Wheat
12648,Red,Coral,Khaki,Coral,Coral,Pea green,Hot pink,Fuchsia,Red,Olden
12649,Magenta,Red,Magenta,Hot pink,Plum,Orange,Khaki,Khaki,Magenta,Purple
12650,Brown,Azure,Brown,Teal,Olden,Olden,Maroon,Lime,Charcoal,Khaki
12651,Coral,Ivory,Cyan,Pea green,Fuchsia,Silver,Olden,Hot pink,White,Olden
12652,White,Blue,Charcoal,Olden,Black,Navy blue,Magenta,Silver,Maroon,Azure
12653,Aquamarine,Azure,Ivory,Hot pink,Lime,Navy blue,Azure,Red,Cyan,Gray
12654,Khaki,Red,Wheat,Crimson,Wheat,Pea green,Maroon,Magenta,Pea green,Charcoal
12655,White,Red,Red,Magenta,Yellow,Pea green,Azure,Cyan,Plum,Brown
12656,Maroon,Aquamarine,Red,Olden,Magenta,Orange,Yellow,Olden,Charcoal,Charcoal
12657,Magenta,Silver,Olive,Green,Black,Khaki,Green,Crimson,Black,Lime
12658,Pea green,Red,Coral,Plum,Navy blue,Ivory,Charcoal,Olive,Crimson,Yellow
12659,Plum,Hot pink,Ivory,Wheat,Fuchsia,Brown,Purple,Plum,Pea green,Orange
12660,Cyan,Charcoal,Ivory,Brown,Maroon,Plum,Fuchsia,Brown,Gray,Orange
12661,Aquamarine,Coral,Red,Aquamarine,Charcoal,Red,Magenta,Green,White,Cyan
12662,Black,Olive,Yellow,Khaki,Teal,Khaki,Navy blue,Olden,Coral,Khaki
12663,Gray,Brown,Cyan,Navy blue,Gray,White,Wheat,Brown,Aquamarine,Yellow
12664,Maroon,Pea green,Pea green,Aquamarine,Orange,Red,Charcoal,Pea green,Wheat,Black
12665,Brown,Maroon,Fuchsia,Ivory,Olden,Ivory,Olden,Hot pink,Green,Hot pink
12666,Charcoal,Magenta,Blue,Purple,Crimson,Blue,Olden,Fuchsia,Teal,Gray
12667,Orange,Maroon,Aquamarine,Brown,Silver,Black,Brown,Silver,Magenta,Pea green
12668,Fuchsia,Olden,Azure,Olive,White,Cyan,Aquamarine,Gray,Black,Silver
12669,Purple,Aquamarine,White,Blue,Magenta,Gray,Olden,Navy blue,Purple,Azure
12670,Magenta,Teal,Silver,Charcoal,Black,Gray,Navy blue,Lime,Olden,Olive
12671,Wheat,Crimson,Maroon,Teal,Lime,Hot pink,White,Silver,Wheat,Aquamarine
12672,Plum,Green,Purple,Orange,Khaki,Orange,Maroon,Crimson,Brown,Lime
12673,Yellow,Magenta,Silver,Wheat,Gray,Cyan,Wheat,Aquamarine,Wheat,Olive
12674,Gray,Teal,Aquamarine,Hot pink,Brown,Crimson,Orange,Olden,Pea green,Lime
12675,Ivory,Lime,Teal,Yellow,Yellow,Coral,Black,Khaki,Navy blue,Blue
12676,Black,Coral,Coral,Gray,Coral,Ivory,Olden,Pea green,Khaki,Orange
12677,Blue,Crimson,Green,Crimson,Lime,Charcoal,Teal,Azure,Purple,Hot pink
12678,Hot pink,Khaki,Fuchsia,Khaki,Azure,Azure,Hot pink,Brown,Charcoal,Yellow
12679,Magenta,Purple,Olive,Black,Yellow,Gray,Brown,Teal,Olive,Olden
12680,Plum,Fuchsia,Pea green,Black,Red,Fuchsia,Cyan,Magenta,Fuchsia,Gray
12681,Pea green,Black,Plum,White,Wheat,Purple,Gray,White,Olive,Pea green
12682,Blue,Ivory,Green,Gray,Black,Purple,White,Yellow,Magenta,Yellow
12683,Hot pink,Red,Pea green,Olive,Crimson,Khaki,Plum,Black,White,Fuchsia
12684,Lime,Pea green,Pea green,Yellow,Olden,Crimson,Silver,Teal,Plum,Yellow
12685,Blue,Silver,White,Gray,Fuchsia,Green,Red,Red,Olden,Navy blue
12686,Fuchsia,Plum,Gray,Coral,Navy blue,Ivory,Khaki,Navy blue,Hot pink,Red
12687,White,Teal,Olden,Lime,Crimson,Magenta,Charcoal,Charcoal,Wheat,Fuchsia
12688,Olive,Gray,Red,Yellow,Plum,Navy blue,Red,Teal,Red,Purple
12689,Red,Khaki,Crimson,Teal,Brown,Brown,Ivory,Black,Crimson,Black
12690,Navy blue,Plum,Yellow,Brown,Pea green,Hot pink,Lime,Crimson,Lime,Lime
12691,Purple,Charcoal,Ivory,Olden,Olden,Blue,Ivory,White,Hot pink,Charcoal
12692,Cyan,Maroon,Red,Purple,Green,Coral,Gray,Cyan,Khaki,Silver
12693,Ivory,Coral,Silver,Wheat,Azure,Pea green,Purple,Crimson,Purple,Red
12694,Red,Cyan,Plum,Cyan,Pea green,Olive,Purple,Lime,Crimson,Ivory
12695,Aquamarine,Yellow,Black,Navy blue,Black,Navy blue,Purple,Pea green,Fuchsia,Coral
12696,Ivory,Red,Pea green,Charcoal,Plum,Red,Green,Navy blue,Azure,Coral
12697,Red,Fuchsia,Magenta,Lime,Blue,Charcoal,Purple,Blue,Hot pink,Magenta
12698,Brown,Charcoal,Orange,Maroon,Silver,Blue,Plum,Plum,Fuchsia,Coral
12699,Azure,Cyan,Black,Olive,White,Crimson,Olden,Olden,Lime,Navy blue
12700,Yellow,Pea green,Wheat,Cyan,Plum,Green,Aquamarine,Blue,Aquamarine,Aquamarine
12701,Purple,Olden,Khaki,Purple,Aquamarine,Olden,Olden,Coral,Silver,Teal
12702,White,Charcoal,Aquamarine,Plum,Aquamarine,Fuchsia,Pea green,Purple,Teal,Teal
12703,Plum,Yellow,Red,Crimson,Navy blue,Khaki,Brown,Olive,Charcoal,Lime
12704,White,Olden,White,Blue,Gray,Wheat,Maroon,Crimson,Teal,Crimson
12705,Azure,Hot pink,Charcoal,Yellow,Fuchsia,Brown,Maroon,Black,Purple,Silver
12706,Crimson,Charcoal,Silver,Purple,Orange,Olive,Pea green,Lime,Lime,Azure
12707,Green,Crimson,Black,Black,Crimson,Plum,Magenta,Teal,Olive,Yellow
12708,Coral,Charcoal,Azure,Olden,Silver,Green,Pea green,Black,Aquamarine,Hot pink
12709,Red,Brown,Blue,Aquamarine,Maroon,Crimson,Pea green,Orange,White,Pea green
12710,Teal,Cyan,Aquamarine,Orange,Pea green,White,Maroon,Cyan,Teal,Khaki
12711,Black,Aquamarine,Olive,Black,Navy blue,Red,Magenta,Orange,Cyan,Navy blue
12712,Navy blue,White,Purple,Green,Black,White,Black,Black,Blue,Silver
12713,Green,Coral,Silver,Khaki,Ivory,Gray,Navy blue,Orange,Cyan,Pea green
12714,Yellow,Black,Fuchsia,Fuchsia,Maroon,Olive,Red,Purple,Lime,Olden
12715,Azure,Pea green,Black,Coral,Silver,Silver,Lime,Charcoal,Purple,Navy blue
12716,Red,Ivory,Brown,Olive,Crimson,Wheat,Charcoal,Silver,Olden,Teal
12717,Coral,Charcoal,Green,Black,Yellow,Green,Purple,Navy blue,Hot pink,Pea green
12718,Pea green,Charcoal,Navy blue,Olden,Magenta,Fuchsia,Khaki,Olive,Green,Gray
12719,Azure,Black,Yellow,Fuchsia,Green,Khaki,Maroon,Ivory,Lime,Lime
12720,Red,Brown,Orange,Lime,Aquamarine,Silver,Khaki,Plum,Ivory,Maroon
12721,Green,Cyan,Charcoal,Olden,Silver,Black,Cyan,Khaki,Fuchsia,Ivory
12722,Brown,Pea green,Olden,Gray,Silver,Purple,Gray,Teal,Aquamarine,Gray
12723,Azure,Brown,Charcoal,Teal,Fuchsia,Crimson,Ivory,Silver,Blue,Wheat
12724,Lime,Blue,Pea green,Lime,Blue,Crimson,Cyan,Olden,Crimson,Black
12725,Green,Olive,Hot pink,Lime,Black,Green,Purple,Khaki,Magenta,Maroon
12726,Orange,Green,Magenta,Yellow,Orange,Azure,Wheat,Maroon,Brown,Silver
12727,White,Red,Cyan,Magenta,Ivory,Silver,Coral,Navy blue,Plum,Wheat
12728,Green,Olive,Charcoal,Khaki,White,Teal,Lime,Green,Cyan,Brown
12729,Plum,Teal,Azure,Olden,Ivory,Charcoal,Brown,Yellow,Black,Crimson
12730,Azure,Navy blue,Black,Blue,Hot pink,Olive,Teal,Olden,Coral,Black
12731,Brown,Pea green,White,Teal,Plum,Teal,Lime,Olden,Pea green,Khaki
12732,Navy blue,Magenta,Aquamarine,Coral,Ivory,Blue,Pea green,Azure,White,Gray
12733,Cyan,Blue,Olive,Azure,Fuchsia,Charcoal,White,Gray,Teal,Azure
12734,Azure,Crimson,Pea green,Aquamarine,Wheat,Magenta,Blue,Gray,Navy blue,Yellow
12735,White,Plum,Hot pink,Maroon,Navy blue,Blue,White,Coral,Hot pink,Fuchsia
12736,Plum,Purple,Plum,Aquamarine,Blue,Plum,Brown,Teal,Olive,Coral
12737,Azure,Plum,Wheat,Charcoal,Crimson,Black,Orange,Silver,Olive,Olive
12738,Green,Hot pink,Khaki,Gray,Fuchsia,Blue,Aquamarine,White,Khaki,Pea green
12739,White,Maroon,Yellow,Black,Orange,Gray,Plum,Purple,Olden,Red
12740,Maroon,Plum,White,Purple,Aquamarine,Olive,Olden,Coral,Yellow,Gray
12741,Khaki,Silver,Black,Ivory,Pea green,Purple,Plum,Green,Gray,Navy blue
12742,Navy blue,Khaki,Red,Aquamarine,Red,Maroon,Plum,Azure,Ivory,Teal
12743,Maroon,Navy blue,Blue,Fuchsia,Orange,Teal,Black,Coral,Hot pink,Plum
12744,Aquamarine,Magenta,Green,Fuchsia,Lime,Fuchsia,Aquamarine,Red,Azure,Ivory
12745,Maroon,Olive,Olden,Lime,Teal,Ivory,Magenta,Wheat,Khaki,Orange
12746,Olive,Purple,Yellow,Khaki,Ivory,Yellow,Teal,Navy blue,Brown,Purple
12747,Navy blue,Red,Olive,Aquamarine,Brown,Gray,Orange,Navy blue,White,White
12748,Teal,Wheat,Purple,Yellow,Lime,Purple,Blue,Black,Olive,Hot pink
12749,Orange,Plum,Azure,Blue,Yellow,Khaki,Aquamarine,Magenta,Plum,Wheat
12750,Maroon,Khaki,Black,Aquamarine,Lime,Fuchsia,Wheat,Purple,Olden,Cyan
12751,Ivory,Olden,White,Crimson,Wheat,Maroon,Cyan,Lime,Olive,Black
12752,Blue,Ivory,Navy blue,Ivory,Aquamarine,Maroon,Olive,Orange,Aquamarine,Lime
12753,Azure,Gray,Olive,Azure,White,Ivory,Charcoal,Navy blue,Azure,Blue
12754,Charcoal,Blue,Aquamarine,Charcoal,Hot pink,Brown,Crimson,Gray,Charcoal,Olive
12755,Olden,Cyan,Navy blue,Olden,Brown,Gray,Black,Pea green,Aquamarine,Purple
12756,Khaki,Charcoal,Navy blue,Orange,Khaki,Charcoal,Crimson,Cyan,Azure,Fuchsia
12757,Blue,Black,Purple,Navy blue,Cyan,Red,Hot pink,Pea green,Teal,Orange
12758,Olden,Azure,Pea green,Blue,Cyan,Blue,Charcoal,Silver,Charcoal,White
12759,Gray,Wheat,Crimson,Yellow,Crimson,Purple,Lime,Charcoal,Olden,Magenta
12760,Aquamarine,Fuchsia,Brown,White,Cyan,Olden,Hot pink,Crimson,Crimson,Crimson
12761,Plum,Teal,Crimson,Fuchsia,Orange,Red,Olive,Azure,Navy blue,Pea green
12762,Fuchsia,Olden,Maroon,Green,Teal,Teal,Ivory,Brown,Green,Magenta
12763,Plum,Red,Charcoal,Black,Khaki,Aquamarine,Azure,Aquamarine,White,Pea green
12764,Blue,Azure,Crimson,Ivory,Wheat,Azure,Hot pink,Olive,Charcoal,Khaki
12765,Navy blue,Green,Gray,Olden,Khaki,Cyan,Olden,Navy blue,Teal,Silver
12766,Hot pink,Brown,Khaki,Pea green,Maroon,Green,Olive,Aquamarine,Navy blue,Plum
12767,Lime,White,Hot pink,Khaki,Coral,Azure,Red,Lime,Charcoal,Purple
12768,Orange,Blue,Coral,Blue,Coral,Olive,Navy blue,Aquamarine,Fuchsia,Orange
12769,Charcoal,Brown,Hot pink,Coral,Ivory,Teal,Khaki,Gray,Maroon,Yellow
12770,Azure,Cyan,Gray,White,White,Black,Olden,Blue,Olive,Silver
12771,Lime,Coral,Hot pink,Yellow,Brown,Lime,Silver,Black,Pea green,Ivory
12772,Cyan,Navy blue,Wheat,Gray,Orange,Magenta,Olive,Black,Crimson,Silver
12773,Blue,Azure,Fuchsia,Khaki,Aquamarine,Green,Ivory,Silver,Purple,Fuchsia
12774,Aquamarine,Navy blue,Fuchsia,Khaki,Orange,Pea green,Maroon,Orange,Teal,Purple
12775,Blue,Yellow,Ivory,Gray,Azure,Brown,Black,Plum,Wheat,Olive
12776,Crimson,Wheat,White,Maroon,Magenta,Red,Fuchsia,Plum,Olive,Ivory
12777,Purple,Wheat,Red,Gray,Cyan,Green,Navy blue,Red,Wheat,Yellow
12778,Green,Wheat,Coral,Silver,Fuchsia,Navy blue,Olden,Maroon,Hot pink,Silver
12779,Black,Olden,Hot pink,Khaki,Aquamarine,Olden,Fuchsia,Magenta,Crimson,Purple
12780,Azure,Olden,Lime,Olden,Teal,Teal,Navy blue,Green,Gray,Red
12781,Orange,Black,Charcoal,White,Maroon,Aquamarine,Hot pink,Maroon,Olive,Maroon
12782,Maroon,Aquamarine,Gray,Olden,Brown,Coral,Orange,Black,Navy blue,Olden
12783,Hot pink,Crimson,Olive,Orange,Purple,Khaki,Olden,Purple,Fuchsia,Navy blue
12784,Black,Coral,Cyan,Blue,Red,Brown,Purple,Olden,Aquamarine,White
12785,Teal,Fuchsia,Pea green,Coral,Olden,Navy blue,Teal,Maroon,Coral,Magenta
12786,Silver,Lime,Purple,Magenta,Orange,Crimson,Olive,Orange,Orange,Ivory
12787,Crimson,Green,Brown,Purple,Green,Hot pink,Olive,Blue,Lime,Olive
12788,Teal,Olden,Olive,Charcoal,Cyan,Olden,Cyan,Hot pink,Plum,Plum
12789,Silver,Red,Fuchsia,Silver,Gray,Orange,Cyan,Yellow,Olden,Aquamarine
12790,Purple,Yellow,Khaki,Olden,Hot pink,Fuchsia,Olden,Coral,Brown,Khaki
12791,Black,Azure,Magenta,Magenta,Orange,Maroon,Fuchsia,Blue,Navy blue,Yellow
12792,Olden,Gray,Magenta,Coral,Silver,Charcoal,Teal,Navy blue,Pea green,Blue
12793,Crimson,Charcoal,Fuchsia,Cyan,Olden,Red,Plum,Fuchsia,Khaki,Purple
12794,Lime,Silver,Cyan,Lime,Navy blue,Aquamarine,Teal,Olive,Ivory,Khaki
12795,Olden,Black,Orange,Maroon,Red,Pea green,Crimson,White,Gray,Maroon
12796,Purple,Fuchsia,Plum,Pea green,Yellow,Olive,Olden,Lime,Olive,White
12797,Orange,Khaki,Brown,Magenta,Black,Wheat,Navy blue,Maroon,Navy blue,Wheat
12798,Hot pink,Fuchsia,Orange,Teal,Silver,Crimson,Crimson,Blue,Gray,Purple
12799,Teal,Green,Olive,Fuchsia,Orange,Navy blue,Coral,Hot pink,Aquamarine,Crimson
12800,Plum,Olden,Fuchsia,White,Charcoal,Coral,Khaki,Lime,Coral,Hot pink
12801,Fuchsia,Green,Yellow,Hot pink,Purple,Coral,Purple,Coral,Pea green,Green
12802,Olden,Coral,Olden,Navy blue,Blue,Aquamarine,Yellow,Blue,Black,Coral
12803,Cyan,Azure,Pea green,Silver,Red,Navy blue,Wheat,Magenta,Navy blue,Silver
12804,Magenta,Wheat,Olive,Red,Navy blue,Ivory,Fuchsia,Blue,Purple,Magenta
12805,Teal,Green,Teal,Lime,Wheat,Wheat,Aquamarine,Khaki,Red,Purple
12806,Plum,Red,Khaki,Black,Blue,Charcoal,Plum,Coral,Fuchsia,Teal
12807,Hot pink,Khaki,Pea green,Maroon,Olive,Black,Aquamarine,Blue,Hot pink,Silver
