,A,B,C,D,E,F,G,H,I,J
12345,Silver,Azure,White,Coral,Silver,Orange,Black,Pea green,Crimson,Green
12346,Cyan,Navy blue,Ivory,Olive,Azure,Coral,White,Orange,Lime,Aquamarine
12347,Olden,Olden,Yellow,Purple,Wheat,Teal,Purple,Maroon,Fuchsia,Teal
12348,Black,Pea green,Ivory,Blue,Olive,Brown,White,Purple,Aquamarine,Blue
12349,Wheat,Crimson,Green,Brown,Magenta,Teal,Navy blue,Plum,Fuchsia,Aquamarine
12350,Pea green,Orange,Lime,Blue,Azure,Olive,Purple,Lime,Purple,Magenta
12351,Hot pink,Azure,Purple,Maroon,Khaki,Yellow,Cyan,Purple,Magenta,Plum
12352,Brown,White,Black,Silver,Blue,Purple,Khaki,Pea green,Navy blue,Olive
12353,Hot pink,Azure,Lime,Yellow,Coral,Hot pink,Maroon,Khaki,Purple,Green
12354,Green,Red,Yellow,Wheat,Brown,Green,Red,Fuchsia,Khaki,Maroon
12355,Black,Ivory,Olive,Charcoal,Cyan,Crimson,Red,Olive,Pea green,Khaki
12356,White,Wheat,Coral,Silver,Olden,Purple,Charcoal,Hot pink,Olive,Pea green
12357,Plum,Magenta,Crimson,Khaki,Cyan,Teal,Olden,Khaki,Teal,Green
12358,Navy blue,Fuchsia,Orange,Wheat,Charcoal,Gray,Red,Gray,Brown,Pea green
12359,Silver,Red,Ivory,Charcoal,Pea green,Gray,Black,Fuchsia,Charcoal,Red
12360,Cyan,Maroon,Wheat,Aquamarine,Yellow,Lime,Coral,Khaki,Fuchsia,Pea green
12361,Teal,Orange,Black,Olive,Orange,Olden,Silver,Coral,Olive,Cyan
12362,Maroon,Fuchsia,Coral,Aquamarine,Green,Olden,Maroon,Plum,Hot pink,Black
12363,Khaki,Pea green,Gray,Pea green,Orange,Blue,Blue,Green,Orange,Plum
12364,Black,Orange,Coral,Maroon,Azure,Coral,Maroon,Purple,Red,Black
12365,Magenta,Pea green,Green,Olden,Gray,Fuchsia,Lime,Magenta,Navy blue,Olden
12366,Pea green,Wheat,Pea green,Crimson,Azure,Wheat,Wheat,Azure,Gray,Green
12367,Maroon,Brown,Purple,Coral,Wheat,White,Orange,Yellow,Black,Coral
12368,Hot pink,Black,Olden,Olive,Pea green,Red,Olden,Brown,Orange,Green
12369,Orange,Olive,Olden,Black,Green,Yellow,Coral,Teal,Navy blue,White
12370,Coral,Plum,Red,Coral,Lime,Hot pink,Yellow,Brown,Black,Plum
12371,Khaki,Cyan,Green,Gray,Magenta,Aquamarine,Crimson,Khaki,Coral,Wheat
12372,Hot pink,Pea green,Fuchsia,Navy blue,Teal,Cyan,Blue,Lime,Olive,Olden
12373,Blue,Brown,Aquamarine,Red,Orange,Pea green,Olden,White,Olive,Lime
12374,White,Charcoal,Aquamarine,Magenta,Maroon,Gray,Azure,Azure,Azure,Yellow
12375,Ivory,Olden,Pea green,Plum,Maroon,Yellow,Olden,Silver,Olive,Olive
12376,Purple,Fuchsia,Aquamarine,Aquamarine,Khaki,Pea green,Maroon,Wheat,Black,Silver
12377,Navy blue,Ivory,Magenta,Wheat,White,White,Charcoal,White,Magenta,Plum
12378,Lime,Blue,Navy blue,Wheat,Gray,Cyan,Pea green,Green,Charcoal,Azure
12379,Cyan,Cyan,Azure,Navy blue,Silver,Crimson,Olive,Black,Black,Aquamarine
12380,Olive,Silver,Pea green,Gray,Khaki,Green,Purple,Wheat,Blue,Gray
12381,Teal,Blue,Yellow,Blue,Azure,Ivory,Maroon,Silver,Olive,Silver
12382,Charcoal,White,Yellow,Maroon,Silver,Red,Khaki,Maroon,Orange,Maroon
12383,Blue,Coral,Wheat,Charcoal,Blue,Khaki,Gray,Azure,Gray,Charcoal
12384,Teal,Olden,Ivory,Crimson,Orange,Wheat,Olive,Magenta,Gray,Plum
12385,Plum,Maroon,Teal,Teal,Lime,White,Crimson,Gray,Red,Green
12386,Hot pink,Yellow,Navy blue,Olive,Olden,Plum,Maroon,Fuchsia,Plum,Yellow
12387,Orange,Azure,Green,Aquamarine,Purple,Orange,White,Charcoal,Cyan,Blue
12388,Cyan,Wheat,Magenta,Teal,Maroon,Green,Silver,Wheat,Hot pink,Magenta
12389,Khaki,Blue,Wheat,Yellow,Green,Olive,Green,Khaki,Olden,Ivory
12390,Fuchsia,Lime,Purple,Black,Hot pink,Coral,Coral,Silver,Maroon,Teal
12391,Fuchsia,Crimson,Plum,Ivory,Fuchsia,Magenta,Silver,Pea green,Orange,Wheat
12392,Olive,Lime,Purple,Plum,Orange,Charcoal,Plum,Wheat,Charcoal,Blue
12393,Hot pink,Magenta,Magenta,Silver,Brown,Brown,Black,Azure,Black,Blue
12394,Olden,Fuchsia,Crimson,Orange,Pea green,Magenta,Cyan,Silver,Teal,Plum
12395,Blue,Brown,Green,Ivory,Black,White,Hot pink,Gray,Maroon,Black
12396,Teal,White,Green,Olden,Green,Brown,Fuchsia,Teal,Fuchsia,Azure
12397,Ivory,Hot pink,Green,White,Gray,Brown,Black,Magenta,Red,Plum
12398,White,Black,Crimson,Yellow,Wheat,Cyan,Maroon,Wheat,White,Plum
12399,White,Blue,Azure,Aquamarine,Crimson,Coral,Ivory,Pea green,Blue,Navy blue
12400,Charcoal,Silver,Charcoal,Hot pink,Charcoal,Pea green,Navy blue,Wheat,Olden,Red
12401,Green,Yellow,Silver,Teal,Aquamarine,Charcoal,Cyan,Olive,Ivory,Charcoal
12402,Pea green,Black,Maroon,Silver,Azure,Blue,Khaki,White,Khaki,Black
12403,Magenta,Cyan,Ivory,Fuchsia,Charcoal,Gray,Magenta,Lime,Cyan,Purple
12404,Aquamarine,Crimson,Blue,Coral,Gray,Plum,Fuchsia,Ivory,Teal,Aquamarine
12405,Cyan,Teal,Plum,Crimson,Magenta,Teal,Brown,Wheat,Black,Silver
12406,Maroon,Magenta,Wheat,Hot pink,Plum,Pea green,Charcoal,White,Crimson,Aquamarine
12407,Maroon,Khaki,Hot pink,Khaki,Ivory,Navy blue,Yellow,Charcoal,Gray,Blue
12408,Silver,Magenta,Cyan,Gray,Green,White,Charcoal,Brown,Green,Coral
12409,Yellow,Wheat,Purple,Ivory,Lime,White,Red,Brown,White,Coral
12410,Khaki,Aquamarine,Brown,Crimson,Blue,Magenta,Coral,Aquamarine,Wheat,Pea green
12411,Pea green,Olive,Azure,Olive,Azure,Charcoal,Maroon,Teal,Red,Plum
12412,Olden,Crimson,Pea green,Black,Wheat,Wheat,Aquamarine,Olive,Fuchsia,Plum
12413,Green,Olden,Magenta,Aquamarine,Yellow,Khaki,Fuchsia,Teal,Lime,Olden
12414,Hot pink,Silver,Azure,Navy blue,White,Navy blue,Yellow,Olive,Hot pink,Green
12415,Olden,Silver,Silver,Pea green,Teal,Magenta,Green,Pea green,Navy blue,Brown
12416,Azure,Magenta,Ivory,Wheat,Hot pink,Coral,Plum,Khaki,Red,Hot pink
12417,Gray,Wheat,Crimson,White,Wheat,Aquamarine,Yellow,Aquamarine,Olden,Aquamarine
12418,Wheat,Brown,Blue,Coral,Olive,Silver,Navy blue,Silver,Blue,Olive
12419,Coral,Gray,Lime,Olden,Navy blue,Navy blue,Magenta,Fuchsia,Wheat,Brown
12420,Yellow,Crimson,Pea green,Ivory,Red,Aquamarine,Cyan,Brown,Crimson,Wheat
12421,Crimson,Maroon,Silver,Red,Brown,Olive,Lime,Yellow,Yellow,Wheat
12422,Crimson,Ivory,Ivory,Charcoal,Coral,Olden,Crimson,Ivory,Fuchsia,Orange
12423,Olive,Purple,Ivory,Plum,Ivory,Gray,Azure,Magenta,Red,Silver
12424,Gray,Aquamarine,Red,Plum,Plum,Coral,Olden,Green,Gray,White
12425,Teal,Maroon,Teal,Yellow,Charcoal,Coral,Black,Coral,Maroon,Purple
12426,Olive,Lime,Aquamarine,Red,Green,Maroon,Crimson,Blue,Green,Khaki
12427,Navy blue,Black,Red,Charcoal,Cyan,Fuchsia,Orange,Gray,Olive,Ivory
12428,Lime,Plum,Red,Purple,Coral,Pea green,Maroon,Silver,White,Brown
12429,Wheat,Cyan,Olive,Hot pink,Teal,Aquamarine,Crimson,Teal,Pea green,Fuchsia
12430,Maroon,Purple,Lime,Olive,Teal,Magenta,Cyan,Wheat,Red,Yellow
12431,Maroon,Magenta,Wheat,Crimson,Lime,Plum,Teal,Hot pink,Coral,Fuchsia
12432,Magenta,Azure,Maroon,Aquamarine,Fuchsia,Maroon,Charcoal,Purple,Khaki,Wheat
12433,Wheat,Khaki,Aquamarine,Charcoal,Gray,Orange,Fuchsia,White,White,Green
12434,Coral,Orange,Blue,Silver,Ivory,Navy blue,White,Black,Silver,Cyan
12435,White,Brown,Cyan,Gray,Maroon,Purple,Fuchsia,Maroon,Green,Maroon
12436,Cyan,Maroon,Teal,White,Crimson,White,Charcoal,Silver,Orange,Coral
12437,Green,Silver,Crimson,Lime,Charcoal,Fuchsia,Teal,Olden,Wheat,Wheat
12438,Hot pink,Teal,Hot pink,Orange,Teal,Orange,Red,Silver,Red,Ivory
12439,Orange,Red,Fuchsia,Black,Yellow,Crimson,Cyan,Lime,Purple,Teal
12440,Pea green,Gray,Khaki,Pea green,Lime,Purple,Coral,Green,Lime,Red
12441,Khaki,Green,Olden,Hot pink,Pea green,Teal,Purple,Yellow,Azure,Orange
12442,Brown,Crimson,Azure,Fuchsia,Fuchsia,Black,Navy blue,Maroon,Lime,Olden
12443,Yellow,Hot pink,Ivory,Plum,White,Wheat,Pea green,Ivory,Maroon,Fuchsia
12444,Black,Wheat,Olden,Silver,Brown,Azure,Coral,White,Teal,Yellow
12445,Black,Khaki,Gray,Maroon,Silver,Olden,Magenta,Olive,Purple,White
12446,Charcoal,Silver,Magenta,Blue,Gray,Teal,White,Coral,Olden,Plum
12447,Khaki,Black,Purple,Azure,Gray,Magenta,Brown,Red,Crimson,Red
12448,Azure,White,Plum,Olden,Red,Aquamarine,Fuchsia,Fuchsia,Purple,Maroon
12449,Olive,Red,Wheat,Crimson,Charcoal,White,Gray,Khaki,Lime,Plum
12450,Charcoal,Red,Red,Hot pink,Ivory,Fuchsia,Green,Maroon,Red,Coral
12451,Wheat,Coral,Silver,Silver,Azure,Cyan,Navy blue,Purple,Azure,Cyan
12452,Ivory,Red,Olive,Navy blue,Cyan,Aquamarine,Cyan,White,Cyan,Magenta
12453,Black,Olden,Ivory,Pea green,Fuchsia,Pea green,Gray,Pea green,Ivory,Cyan
12454,Azure,Purple,Black,Olden,Maroon,Olden,Coral,Coral,Olive,White
12455,Azure,Black,Olive,Maroon,White,Orange,Blue,Lime,Navy blue,Fuchsia
12456,Silver,Ivory,Purple,Plum,Brown,Black,Hot pink,White,Magenta,Pea green
12457,Olden,Maroon,Aquamarine,White,Plum,Cyan,Green,Blue,Gray,Purple
12458,Hot pink,Ivory,Crimson,Coral,Khaki,Yellow,Navy blue,Magenta,Fuchsia,Magenta
12459,Olive,Aquamarine,Crimson,Ivory,Plum,Blue,Ivory,Olden,Coral,Gray
12460,Lime,Charcoal,Purple,Blue,Silver,Crimson,Black,Aquamarine,Crimson,Crimson
12461,Blue,White,Magenta,Khaki,Lime,Purple,Crimson,Khaki,Plum,Ivory
12462,Gray,Silver,Magenta,Silver,Crimson,Brown,Lime,Pea green,Hot pink,Khaki
12463,Navy blue,Azure,Olden,Khaki,Red,Yellow,Teal,Wheat,Orange,Aquamarine
12464,White,Azure,Olden,Aquamarine,Maroon,Fuchsia,Green,Lime,Aquamarine,Silver
12465,Maroon,Plum,Silver,Orange,Cyan,Magenta,Silver,Green,Black,Olive
12466,Yellow,Hot pink,Charcoal,Olden,Blue,Cyan,Aquamarine,Red,Olive,Coral
12467,Gray,Blue,Gray,Brown,Navy blue,Cyan,Coral,Khaki,Azure,Lime
12468,Orange,Black,Maroon,Navy blue,Olive,Wheat,Hot pink,Brown,Navy blue,Blue
12469,Pea green,Green,Olive,White,Silver,Aquamarine,Yellow,Navy blue,Silver,Pea green
12470,Aquamarine,Green,Purple,Yellow,Maroon,Plum,Khaki,Red,Black,Olden
12471,Hot pink,Gray,White,Maroon,Hot pink,Blue,Magenta,Aquamarine,Orange,Orange
12472,Coral,Brown,Plum,Azure,Cyan,White,Silver,Pea green,Silver,Brown
12473,Navy blue,White,Fuchsia,Ivory,White,Crimson,Fuchsia,Khaki,Blue,White
12474,Pea green,Lime,Pea green,Olive,Yellow,Wheat,Aquamarine,Lime,Red,Ivory
12475,Maroon,Khaki,Purple,Fuchsia,Lime,Plum,Silver,Magenta,Azure,Azure
12476,Ivory,Gray,Black,Ivory,Maroon,Azure,Khaki,Teal,Navy blue,Black
12477,Khaki,Cyan,Fuchsia,Orange,Navy blue,Teal,Maroon,White,Lime,White
12478,Yellow,Cyan,White,Charcoal,Aquamarine,Brown,Green,Teal,Lime,Silver
12479,Charcoal,Purple,Yellow,Yellow,Green,Fuchsia,Charcoal,Hot pink,Lime,Maroon
12480,Plum,Maroon,Green,Ivory,Charcoal,Hot pink,Olden,Lime,Maroon,Charcoal
12481,Yellow,Wheat,Blue,Pea green,Pea green,Olive,White,Olive,Yellow,Wheat
12482,Charcoal,Crimson,Hot pink,Plum,Hot pink,Brown,Orange,Charcoal,Green,Purple
12483,Olive,Ivory,Teal,Charcoal,Coral,Ivory,Olive,Green,Black,Pea green
12484,Fuchsia,Wheat,Maroon,Khaki,Aquamarine,Plum,Navy blue,Silver,Wheat,Plum
12485,Red,Blue,Red,Plum,Azure,Charcoal,Crimson,Green,Navy blue,Ivory
12486,Teal,Coral,Fuchsia,Khaki,Hot pink,Silver,Black,Charcoal,Silver,Cyan
12487,Green,Charcoal,Blue,Plum,Teal,Lime,Blue,Lime,Pea green,Green
12488,Gray,Silver,Blue,Yellow,Khaki,Wheat,White,Hot pink,Wheat,Coral
12489,Maroon,Cyan,Khaki,Magenta,Khaki,Fuchsia,Black,Aquamarine,Olden,Yellow
12490,White,Coral,Hot pink,Aquamarine,Teal,Pea green,Fuchsia,Maroon,Red,Aquamarine
12491,Wheat,Khaki,Hot pink,Purple,Blue,Pea green,Black,Gray,Orange,Cyan
12492,Lime,Pea green,Orange,Brown,Green,Pea green,Magenta,Wheat,Blue,Azure
12493,Yellow,Black,Black,Magenta,Green,Silver,Purple,Charcoal,Aquamarine,Charcoal
12494,Hot pink,Maroon,Khaki,Fuchsia,Crimson,Pea green,Aquamarine,Teal,Pea green,Wheat
12495,Olden,White,Blue,Blue,Coral,Black,Navy blue,Red,Ivory,Green
12496,Coral,Gray,Lime,Yellow,Olive,Wheat,Orange,Charcoal,Azure,White
12497,Magenta,Pea green,Charcoal,Azure,Maroon,Olive,Aquamarine,Red,Magenta,Hot pink
12498,Cyan,Pea green,Plum,Blue,Khaki,Olive,Wheat,Plum,Khaki,Hot pink
12499,Maroon,Teal,Lime,Purple,Orange,Navy blue,Green,Olive,Hot pink,Magenta
12500,Blue,Red,Plum,Gray,Red,Silver,Orange,Red,Cyan,Plum
12501,Coral,Gray,Cyan,Orange,Silver,Wheat,Maroon,Black,Navy blue,Purple
12502,Charcoal,Navy blue,Cyan,Orange,Magenta,Hot pink,Brown,Crimson,Aquamarine,Crimson
12503,Wheat,Hot pink,Purple,White,Ivory,Hot pink,Ivory,Cyan,Black,Cyan
12504,Pea green,Pea green,Crimson,Navy blue,Olive,Olive,Black,Maroon,Charcoal,Hot pink
12505,Yellow,Plum,White,Blue,Pea green,Purple,Gray,Ivory,Hot pink,Green
12506,Fuchsia,Hot pink,Azure,Yellow,Green,Wheat,Lime,Crimson,Blue,Plum
12507,Olive,Coral,Hot pink,Coral,Blue,Azure,Hot pink,Red,Silver,Navy blue
12508,Wheat,Blue,Ivory,Yellow,Teal,Olden,Lime,Crimson,Wheat,Aquamarine
12509,Magenta,Gray,Olive,Hot pink,Aquamarine,Olden,Wheat,Olive,Green,Gray
12510,Blue,Gray,Yellow,White,Pea green,Gray,Pea green,Maroon,Maroon,Olive
12511,Coral,Ivory,Blue,Silver,Charcoal,Aquamarine,Lime,Azure,Purple,Black
12512,Aquamarine,Charcoal,Yellow,Maroon,Brown,Brown,Plum,Orange,Khaki,Blue
12513,White,Green,Silver,Pea green,Crimson,Azure,Green,Navy blue,Magenta,Pea green
12514,Azure,Blue,Magenta,Teal,Khaki,Navy blue,Khaki,Black,Cyan,Azure
12515,Gray,Silver,Orange,Maroon,Magenta,Aquamarine,Khaki,Black,Crimson,Olive
12516,Charcoal,Hot pink,Pea green,Crimson,Crimson,Navy blue,Hot pink,Black,Green,Aquamarine
12517,Olden,White,Black,Olive,Brown,White,Fuchsia,Aquamarine,Azure,Maroon
12518,Teal,Charcoal,Charcoal,Lime,Khaki,Brown,Magenta,Red,Brown,Charcoal
12519,Fuchsia,Red,Plum,Azure,Crimson,Cyan,Aquamarine,Purple,Black,Aquamarine
12520,Silver,White,Coral,Maroon,Pea green,Green,Red,Wheat,Plum,Teal
12521,Ivory,Aquamarine,Magenta,Wheat,Lime,Crimson,Blue,Blue,White,Lime
12522,Silver,Brown,Azure,Brown,Purple,Purple,Aquamarine,White,Coral,Azure
12523,Gray,Maroon,Plum,Navy blue,Khaki,Crimson,Ivory,Teal,Brown,Lime
12524,Navy blue,Cyan,Orange,Ivory,Fuchsia,Olden,Orange,Olden,Charcoal,Olden
12525,Black,Purple,Cyan,White,Khaki,Lime,Khaki,White,Lime,Lime
12526,Pea green,Gray,Yellow,Hot pink,Red,Olden,Yellow,Azure,Magenta,Navy blue
12527,Blue,Gray,Black,Khaki,Silver,Lime,Magenta,Ivory,Brown,Crimson
12528,Blue,Blue,Blue,Black,Yellow,Green,Khaki,Plum,Wheat,Hot pink
12529,Magenta,Silver,Blue,Silver,Cyan,Olive,Hot pink,Olive,Ivory,Purple
12530,Orange,Plum,Yellow,Khaki,Cyan,Azure,Red,Gray,Silver,Brown
12531,Wheat,Khaki,Magenta,Blue,Yellow,Brown,Teal,Black,Maroon,Yellow
12532,Azure,Yellow,Magenta,Ivory,Pea green,Orange,Coral,Wheat,Lime,Plum
12533,Ivory,Ivory,Maroon,Maroon,Fuchsia,Brown,Brown,Lime,Yellow,Charcoal
12534,Gray,Navy blue,Wheat,Black,Navy blue,Azure,White,Teal,Blue,Azure
12535,Green,Green,Black,Plum,Pea green,Fuchsia,Silver,White,Red,Ivory
12536,Olden,Orange,Gray,Black,Ivory,Fuchsia,Pea green,Plum,Aquamarine,Silver
12537,Wheat,Olive,Navy blue,Charcoal,Olden,Orange,Khaki,Khaki,Brown,Black
12538,Brown,Olden,Gray,Gray,Green,Silver,Cyan,Black,Magenta,Gray
12539,Wheat,Crimson,Hot pink,Teal,Silver,Blue,Coral,Khaki,Navy blue,Brown
12540,Crimson,Maroon,Olden,Silver,Teal,Cyan,Fuchsia,Teal,Black,Yellow
12541,Orange,Teal,Fuchsia,Aquamarine,Olive,Plum,Lime,Green,Brown,Cyan
12542,Hot pink,Charcoal,Black,Silver,Ivory,Maroon,Khaki,Magenta,Olive,Silver
12543,Black,Pea green,Blue,Yellow,Aquamarine,Yellow,Coral,Green,Crimson,Azure
12544,Wheat,Silver,Olden,Lime,Magenta,Red,White,Green,Magenta,Green
12545,Ivory,Olive,Yellow,Khaki,Silver,Charcoal,Maroon,Purple,Hot pink,White
12546,Yellow,Navy blue,Olden,Fuchsia,Gray,Maroon,Plum,White,Teal,Khaki
12547,Teal,Gray,Wheat,Black,Olden,Azure,Coral,Yellow,Hot pink,Hot pink
12548,Teal,Blue,Orange,Pea green,Teal,Fuchsia,Aquamarine,Magenta,Ivory,Magenta
12549,Plum,Olive,Wheat,Teal,Blue,Fuchsia,White,Purple,Cyan,Ivory
12550,Yellow,Wheat,Cyan,Coral,Red,Green,Aquamarine,Azure,Ivory,Orange
12551,Aquamarine,Ivory,Olive,Magenta,Khaki,Coral,Teal,Green,Charcoal,White
12552,Black,Charcoal,Khaki,Wheat,Plum,White,Olden,Cyan,Khaki,Hot pink
12553,Coral,Olive,Aquamarine,Coral,Wheat,Orange,Black,Cyan,Khaki,Teal
12554,Crimson,White,Gray,Red,Silver,Khaki,Cyan,Azure,Wheat,Gray
12555,Silver,Navy blue,Silver,Plum,Silver,Charcoal,Maroon,Olden,Black,Silver
12556,Orange,Charcoal,Olive,Green,Hot pink,Orange,Cyan,Teal,White,Wheat
12557,Purple,Cyan,Ivory,Wheat,Fuchsia,Cyan,Maroon,Magenta,Purple,Charcoal
12558,Aquamarine,Maroon,Olden,Gray,Blue,Navy blue,Olive,Crimson,Gray,Pea green
12559,Ivory,Magenta,Wheat,Silver,Aquamarine,Yellow,Yellow,Azure,Cyan,Plum
12560,Azure,Brown,Cyan,Orange,Gray,Fuchsia,Olden,Charcoal,Charcoal,Hot pink
12561,Maroon,Fuchsia,Red,Charcoal,Fuchsia,Red,Green,Olden,Wheat,Coral
12562,Black,Maroon,Hot pink,Black,Crimson,Coral,Red,Coral,Aquamarine,Blue
12563,Blue,Silver,Brown,Crimson,Teal,Coral,Yellow,Cyan,Purple,Khaki
12564,Aquamarine,Crimson,White,White,Orange,Lime,Maroon,Teal,Magenta,Magenta
12565,Maroon,Navy blue,Crimson,Black,Fuchsia,Aquamarine,Green,Olden,Cyan,Wheat
12566,Olive,Navy blue,Green,Olden,Black,Brown,Magenta,Orange,Coral,Olive
12567,Charcoal,Coral,Olive,Orange,Hot pink,Khaki,Blue,Blue,Magenta,Brown
12568,Coral,Lime,Green,Yellow,Black,Navy blue,Fuchsia,Maroon,Red,Teal
12569,Lime,Hot pink,Orange,Fuchsia,Hot pink,Orange,Azure,Blue,Hot pink,Wheat
12570,Cyan,Gray,Black,Silver,Silver,Pea green,Cyan,Magenta,Blue,Wheat
12571,Blue,Wheat,Red,Pea green,Charcoal,Olden,Ivory,Azure,Coral,Cyan
12572,Brown,Yellow,Green,Navy blue,Teal,Charcoal,Charcoal,Aquamarine,Hot pink,Purple
12573,Wheat,Khaki,Pea green,Aquamarine,Aquamarine,Orange,Aquamarine,Charcoal,Navy blue,Olive
12574,Fuchsia,Crimson,Aquamarine,Olive,Charcoal,Wheat,Charcoal,White,Blue,Plum
12575,Azure,Olden,Teal,Navy blue,Azure,Olive,Ivory,Hot pink,Orange,Lime
12576,Navy blue,Lime,Gray,Magenta,Green,Aquamarine,Magenta,Purple,Ivory,Olden
12577,Black,Charcoal,Olive,Plum,Wheat,Aquamarine,Wheat,Olive,Yellow,Teal
12578,Wheat,Orange,Green,Aquamarine,Cyan,Pea green,White,Aquamarine,Fuchsia,Fuchsia
12579,Lime,Black,Magenta,Olive,Maroon,Ivory,Purple,Maroon,Aquamarine,Charcoal
12580,Olive,Azure,White,Brown,Maroon,Azure,Pea green,Gray,Azure,Fuchsia
12581,Fuchsia,Cyan,Cyan,Green,Teal,Orange,Green,Wheat,Blue,Black
12582,Azure,Azure,Azure,Pea green,Yellow,Khaki,Navy blue,White,White,Wheat
12583,Azure,Olive,Green,Gray,Teal,Olden,White,Orange,Crimson,Charcoal
12584,Maroon,Yellow,Fuchsia,Lime,Olive,Green,White,Crimson,Crimson,Coral
12585,Gray,Green,Purple,Green,Plum,Ivory,Gray,Lime,Green,Purple
12586,Pea green,Yellow,Coral,Cyan,Magenta,Olden,Hot pink,Plum,Brown,Red
12587,Crimson,Fuchsia,Pea green,Green,Aquamarine,Purple,Green,Olive,Crimson,Teal
12588,Blue,Hot pink,Green,Silver,Plum,Charcoal,Plum,Green,Plum,Orange
12589,Coral,Navy blue,Brown,Navy blue,Olive,Blue,Blue,Cyan,Olive,Brown
12590,Khaki,Cyan,Yellow,Aquamarine,Brown,Navy blue,Lime,Maroon,Fuchsia,Maroon
12591,Charcoal,Blue,Gray,Gray,White,Ivory,Purple,Crimson,Lime,Brown
12592,Cyan,Coral,Blue,Charcoal,Magenta,Red,Hot pink,Coral,Khaki,White
12593,Yellow,Khaki,Maroon,Wheat,Fuchsia,Magenta,Olive,Teal,Maroon,Charcoal
12594,Coral,Purple,Olden,Khaki,Purple,Magenta,Olive,Black,Orange,Maroon
12595,Purple,Green,Lime,Plum,Magenta,Navy blue,Olive,Silver,Orange,Olden
12596,Hot pink,Ivory,Black,Coral,Teal,Teal,Yellow,Maroon,Crimson,Pea green
12597,Yellow,Gray,Silver,Crimson,Yellow,Pea green,Olive,Cyan,Coral,Ivory
12598,Green,Orange,Yellow,Black,Lime,Navy blue,Azure,Plum,Charcoal,Blue
12599,Ivory,Hot pink,Cyan,Teal,Olive,Ivory,Gray,Ivory,Plum,Purple
12600,Brown,Green,Olden,Aquamarine,Wheat,Silver,Wheat,Cyan,Gray,Azure
12601,Lime,Hot pink,Cyan,Aquamarine,Olden,Ivory,Cyan,Green,Lime,Brown
12602,Crimson,Maroon,Olden,Green,Olive,Olden,Lime,Teal,Olden,Silver
12603,White,Charcoal,Khaki,Olden,Green,Red,Black,Navy blue,Cyan,Navy blue
12604,White,Aquamarine,Maroon,Black,Plum,Aquamarine,Olden,Green,Pea green,Magenta
12605,Brown,Charcoal,Khaki,Olive,Magenta,Khaki,Lime,Lime,Black,Coral
12606,Brown,Plum,Aquamarine,Silver,Green,Orange,Crimson,Fuchsia,Brown,Purple
12607,Yellow,Khaki,Green,Magenta,Orange,Fuchsia,Wheat,Olive,Cyan,Brown
12608,Red,Olden,Blue,Wheat,Wheat,Red,Maroon,Wheat,Purple,Olive
12609,Green,Magenta,Charcoal,Aquamarine,Khaki,Ivory,Blue,Olden,Lime,Olden
12610,Olive,Magenta,Lime,Aquamarine,Pea green,Coral,Black,Silver,White,Teal
12611,Pea green,White,Crimson,Brown,Yellow,Pea green,Wheat,Fuchsia,Brown,Teal
12612,Wheat,Olden,Orange,Ivory,Crimson,Black,Aquamarine,Fuchsia,Maroon,Olive
12613,Olden,Olden,Wheat,Maroon,Purple,Hot pink,Crimson,Teal,Yellow,Coral
12614,Black,Olden,Olden,Coral,Charcoal,Orange,Green,Coral,Orange,Olden
12615,Cyan,White,Wheat,Green,Silver,Pea green,Magenta,Purple,Hot pink,Red
12616,Gray,Blue,Wheat,Olive,Crimson,Aquamarine,Wheat,Blue,Orange,Red
12617,Lime,Cyan,Lime,Hot pink,Navy blue,Aquamarine,Silver,Cyan,Hot pink,Navy blue
12618,Gray,Green,White,Yellow,Orange,Olive,Yellow,Ivory,Olden,Fuchsia
12619,Yellow,Maroon,Wheat,Pea green,Plum,Aquamarine,Pea green,Olden,Olive,Blue
12620,Red,Olden,Plum,Purple,Crimson,Hot pink,Magenta,Orange,Silver,Crimson
12621,Olden,Ivory,Navy blue,Pea green,Charcoal,Brown,Ivory,Khaki,Red,Red
12622,Wheat,Cyan,Lime,Brown,Hot pink,Orange,Magenta,Cyan,Black,Olive
12623,Plum,Fuchsia,Green,Silver,Olive,Fuchsia,Fuchsia,Cyan,Coral,Brown
12624,Pea green,Hot pink,Brown,Black,Azure,Red,Gray,Charcoal,Maroon,White
12625,Navy blue,Fuchsia,Fuchsia,Navy blue,Lime,Blue,Gray,Brown,Gray,Plum
12626,Silver,Fuchsia,Wheat,Maroon,Blue,Navy blue,Red,Green,Purple,Azure
12627,Hot pink,Brown,Brown,Cyan,Plum,Plum,Khaki,Azure,Aquamarine,Cyan
12628,Brown,Maroon,Yellow,Olden,White,Plum,Navy blue,Hot pink,Azure,Yellow
12629,Orange,Azure,Coral,Fuchsia,Yellow,White,Fuchsia,Pea green,Fuchsia,Fuchsia
12630,Aquamarine,Green,Ivory,Purple,Hot pink,Navy blue,Silver,Yellow,Green,Coral
12631,White,Aquamarine,Black,Green,Silver,Crimson,Maroon,Pea green,Pea green,Charcoal
12632,Purple,Olden,Brown,White,Green,Purple,Teal,Pea green,Magenta,Magenta
12633,Hot pink,Plum,Maroon,Fuchsia,Black,White,Olive,Charcoal,Olive,Yellow
12634,Olive,Azure,Black,Khaki,Charcoal,Khaki,Yellow,Plum,Khaki,Ivory
