,A,B,C,D,E,F,G,H,I,J
11435,Green,Teal,Magenta,Orange,Magenta,Hot pink,Azure,Purple,Plum,Lime
11436,Magenta,Charcoal,Azure,Silver,Orange,Charcoal,Magenta,Maroon,Magenta,Fuchsia
11437,Azure,Purple,Green,Coral,Olden,Ivory,Red,Teal,Crimson,Magenta
11438,Hot pink,Navy blue,Blue,Magenta,Lime,Maroon,Ivory,Coral,Khaki,Purple
11439,Pea green,Plum,Charcoal,White,Aquamarine,Fuchsia,Fuchsia,Plum,Red,Coral
11440,Cyan,White,Wheat,Azure,White,Maroon,Khaki,Khaki,Teal,Brown
11441,Orange,Olive,Cyan,Ivory,Wheat,Cyan,Aquamarine,Wheat,Blue,Maroon
11442,Magenta,Aquamarine,Black,Blue,Fuchsia,Crimson,Aquamarine,Black,White,Gray
11443,Khaki,Yellow,Green,Cyan,Hot pink,Navy blue,Yellow,Khaki,Khaki,Aquamarine
11444,Green,Olden,White,Orange,Silver,Silver,Red,Coral,Navy blue,Gray
11445,Lime,Wheat,Red,Cyan,Brown,Olive,White,Crimson,Khaki,Maroon
11446,Crimson,Magenta,Coral,Olive,Silver,Maroon,Aquamarine,Silver,Brown,Olden
11447,White,Navy blue,Purple,Teal,Green,Azure,Hot pink,Black,Brown,Orange
11448,Brown,Magenta,Teal,Blue,Fuchsia,Teal,Hot pink,Aquamarine,Cyan,Orange
11449,Magenta,Yellow,Silver,White,Coral,Navy blue,Charcoal,Pea green,Yellow,Orange
11450,White,Wheat,Orange,Olive,Olden,Hot pink,White,Orange,Magenta,Black
11451,Magenta,Pea green,Navy blue,Khaki,Crimson,Blue,Khaki,Lime,Teal,Navy blue
11452,Wheat,Azure,Aquamarine,Olive,Ivory,Azure,Fuchsia,Charcoal,Olden,Brown
11453,Hot pink,Olive,Blue,Aquamarine,Green,Lime,Crimson,Azure,Fuchsia,Orange
11454,Crimson,Lime,Magenta,Aquamarine,Cyan,Black,Crimson,Blue,Yellow,Silver
11455,Fuchsia,Crimson,Olden,Silver,Green,Plum,Orange,Brown,Green,Olive
11456,Plum,Plum,Orange,Olive,Brown,Silver,Khaki,Gray,Teal,Ivory
11457,Charcoal,Azure,Wheat,Maroon,Green,Lime,Red,Red,Azure,Cyan
11458,Charcoal,Gray,Maroon,Fuchsia,Red,Black,Silver,Yellow,Fuchsia,Ivory
11459,Magenta,Brown,Fuchsia,Olden,Pea green,White,Gray,Magenta,Fuchsia,Brown
11460,Silver,Red,Orange,Teal,Magenta,Maroon,Red,Plum,Charcoal,Pea green
11461,Blue,Yellow,Ivory,Cyan,Blue,Azure,Maroon,Plum,Yellow,Lime
11462,Purple,Olden,Orange,Aquamarine,Lime,Orange,Black,Cyan,Azure,Wheat
11463,Pea green,Coral,Black,Azure,Gray,Hot pink,Maroon,Purple,Yellow,Wheat
11464,Yellow,Red,Maroon,Cyan,Brown,Olive,Olive,Green,Crimson,Purple
11465,Lime,Wheat,Blue,Lime,Green,Green,Khaki,Aquamarine,Olden,Gray
11466,Green,Ivory,Olive,Yellow,Fuchsia,Cyan,Olive,Red,Cyan,Fuchsia
11467,Wheat,Olive,Ivory,Brown,Khaki,Coral,Azure,Aquamarine,Cyan,Silver
11468,Blue,Orange,Coral,Ivory,Aquamarine,Crimson,Wheat,Ivory,Maroon,Black
11469,Cyan,Pea green,Hot pink,Magenta,Fuchsia,Plum,Blue,Crimson,Olden,Yellow
11470,Ivory,Maroon,Khaki,Orange,Red,Silver,Khaki,Cyan,Green,Ivory
11471,Red,Blue,Hot pink,Blue,Plum,Green,Hot pink,Red,Yellow,Fuchsia
11472,Silver,Blue,Plum,Ivory,Silver,Azure,Red,Yellow,Red,Silver
11473,Blue,Plum,Wheat,Cyan,Yellow,Maroon,Gray,Orange,Lime,Magenta
11474,Maroon,Wheat,Lime,Gray,Red,Wheat,Magenta,Ivory,Charcoal,Plum
11475,Yellow,Crimson,Red,Purple,Magenta,Silver,Gray,Magenta,Maroon,Lime
11476,Plum,Orange,Silver,Charcoal,Silver,Navy blue,Cyan,Plum,Aquamarine,Lime
11477,Fuchsia,Gray,White,Hot pink,Ivory,Olive,Lime,Green,Navy blue,Navy blue
11478,Ivory,White,Blue,Khaki,Plum,Coral,Gray,Azure,Hot pink,Wheat
11479,Purple,Aquamarine,Purple,Fuchsia,Yellow,Aquamarine,Aquamarine,Fuchsia,Orange,Coral
11480,White,Crimson,Fuchsia,Yellow,Teal,Olden,Lime,Coral,Wheat,Coral
11481,Fuchsia,Yellow,Yellow,Magenta,Silver,Lime,Brown,Crimson,Brown,Khaki
11482,Plum,Teal,Magenta,Charcoal,Charcoal,White,Purple,Maroon,Wheat,Teal
11483,Cyan,Maroon,Charcoal,Maroon,Blue,Red,Olive,Gray,Yellow,Black
11484,Red,Teal,Lime,White,Olden,Green,Green,Pea green,Lime,Red
11485,Coral,Orange,Cyan,Crimson,Pea green,Crimson,Brown,Navy blue,Olden,Charcoal
11486,Khaki,Orange,Yellow,Black,Teal,Pea green,Orange,Red,Fuchsia,Hot pink
11487,Gray,Azure,Aquamarine,Pea green,Purple,Green,Brown,Plum,Olive,Lime
11488,Khaki,Olden,Teal,Blue,Gray,Red,Lime,Hot pink,Purple,Orange
11489,Coral,Brown,Yellow,Blue,Khaki,Olden,Coral,Purple,Gray,Purple
11490,Fuchsia,Olive,Magenta,Gray,Hot pink,Wheat,Brown,Pea green,Cyan,Purple
11491,Red,Aquamarine,Gray,Cyan,Wheat,Lime,Green,Black,Orange,Khaki
11492,Red,Ivory,Navy blue,Crimson,Teal,Azure,Azure,Yellow,Green,Khaki
11493,Gray,Magenta,Purple,Olive,Khaki,Khaki,Magenta,Yellow,Charcoal,Black
11494,Lime,Crimson,Khaki,Pea green,Fuchsia,Purple,Navy blue,Magenta,Olden,Aquamarine
11495,Yellow,Lime,Yellow,Yellow,Ivory,Crimson,Red,Coral,Cyan,Orange
11496,Magenta,Brown,White,Magenta,Black,Ivory,Wheat,Pea green,Coral,Olden
11497,Ivory,Orange,Teal,Maroon,Maroon,Red,Red,Blue,Azure,Gray
11498,Black,Teal,White,Olive,Pea green,Pea green,White,Fuchsia,White,Maroon
11499,Brown,Silver,Fuchsia,Yellow,Fuchsia,Yellow,Pea green,Maroon,Coral,Green
11500,Fuchsia,Red,Khaki,Charcoal,Wheat,Crimson,Red,Navy blue,Blue,Maroon
11501,Charcoal,Orange,Green,Teal,Olive,Charcoal,Charcoal,Red,Khaki,Coral
11502,Hot pink,Magenta,Charcoal,Lime,Gray,Blue,White,Khaki,Olden,Wheat
11503,Cyan,Azure,Purple,Blue,Brown,Lime,Wheat,Magenta,Orange,Navy blue
11504,Aquamarine,Charcoal,Blue,Blue,Brown,Teal,Olden,Charcoal,Yellow,Charcoal
11505,Navy blue,Silver,Teal,Crimson,Magenta,Olive,Azure,Olden,Magenta,Olive
11506,Magenta,Magenta,Red,Azure,Red,Olden,Charcoal,Azure,Green,Magenta
11507,Aquamarine,Ivory,Azure,Charcoal,Magenta,Khaki,Olive,Yellow,Navy blue,Olive
11508,Aquamarine,Olive,Blue,Magenta,Khaki,Magenta,Gray,Green,Gray,Olive
11509,Coral,Yellow,Red,Navy blue,Red,Azure,Coral,Azure,Olive,Navy blue
11510,Green,Green,Teal,Olden,Charcoal,Yellow,Green,Red,Silver,Coral
11511,Blue,Red,Wheat,Wheat,Ivory,Green,Purple,Crimson,Plum,Cyan
11512,Ivory,Teal,Purple,Red,White,Wheat,Azure,Cyan,Plum,Ivory
11513,Fuchsia,Red,Silver,Gray,Crimson,Brown,Yellow,Blue,Silver,Olive
11514,Navy blue,Silver,White,Silver,Charcoal,Green,Maroon,Crimson,Gray,White
11515,Ivory,Green,Red,Navy blue,Navy blue,Blue,Crimson,Pea green,Olive,Azure
11516,Brown,Olden,Yellow,Ivory,Brown,Green,Green,Maroon,Silver,Red
11517,Red,Olive,Azure,Hot pink,Brown,Red,Teal,Blue,Navy blue,Crimson
11518,Maroon,Purple,Magenta,Black,Azure,Aquamarine,Cyan,Black,Olive,Navy blue
11519,Green,Wheat,Wheat,Wheat,Cyan,Brown,Green,Red,Hot pink,Silver
11520,Teal,Magenta,Green,Teal,Blue,Fuchsia,Ivory,Cyan,Orange,Red
11521,Orange,Azure,Brown,Teal,Navy blue,Khaki,Brown,Wheat,Orange,Orange
11522,Orange,Azure,Olive,Red,White,Yellow,Coral,Azure,Yellow,Khaki
11523,Purple,Navy blue,Cyan,Coral,Cyan,Maroon,Charcoal,Purple,Teal,Purple
11524,Lime,Green,Blue,Gray,Ivory,Khaki,Pea green,Brown,Yellow,Olive
11525,Azure,Maroon,Pea green,Purple,Pea green,Fuchsia,Crimson,Blue,Coral,Cyan
11526,Navy blue,Purple,Magenta,Yellow,Blue,Silver,Plum,Lime,Cyan,Wheat
11527,Charcoal,Coral,Crimson,Cyan,Ivory,Brown,Teal,Lime,Azure,Brown
11528,Purple,Azure,Green,White,Khaki,Ivory,Cyan,Coral,Crimson,Crimson
11529,Charcoal,Orange,Pea green,Aquamarine,Yellow,Orange,Brown,Khaki,White,Olden
11530,Navy blue,Red,Plum,Cyan,Navy blue,Olive,Blue,Maroon,Ivory,Yellow
11531,White,Yellow,Ivory,Pea green,Olden,Magenta,Khaki,Red,Azure,Coral
11532,Khaki,Red,Black,Gray,Ivory,Maroon,Aquamarine,Aquamarine,Magenta,Teal
11533,Coral,Pea green,Gray,Green,Pea green,Charcoal,Plum,Ivory,Hot pink,Charcoal
11534,Blue,Red,Khaki,Cyan,Teal,Lime,Teal,Khaki,Gray,Wheat
11535,Blue,Teal,Wheat,Plum,Aquamarine,Aquamarine,Crimson,Red,Plum,Charcoal
11536,Aquamarine,Blue,Olive,Coral,Charcoal,Black,Ivory,Silver,Ivory,Azure
11537,Cyan,Pea green,Coral,Teal,Coral,Magenta,Azure,Brown,Brown,Pea green
11538,Coral,Teal,Black,Olive,White,Gray,Pea green,Plum,Gray,Plum
11539,Red,Crimson,Charcoal,Teal,Crimson,Brown,Yellow,Coral,Plum,Teal
11540,Cyan,Blue,Olive,Purple,Ivory,Silver,Crimson,Cyan,Purple,Brown
11541,Hot pink,Green,White,Crimson,Brown,Gray,Teal,Cyan,Yellow,Gray
11542,Crimson,Red,Brown,Cyan,Khaki,Purple,Khaki,Charcoal,Green,Fuchsia
11543,Hot pink,Hot pink,Orange,Olive,Gray,Purple,Lime,Crimson,Aquamarine,Navy blue
11544,Charcoal,Navy blue,Plum,Green,Teal,Hot pink,Navy blue,White,Teal,Gray
11545,Fuchsia,Khaki,Maroon,Navy blue,Plum,Blue,Gray,Black,Cyan,Pea green
11546,Green,Lime,Fuchsia,Ivory,Wheat,Brown,Purple,Magenta,Purple,Lime
11547,Orange,Aquamarine,Lime,Fuchsia,Azure,Magenta,Charcoal,Brown,Pea green,Magenta
11548,Teal,Brown,Yellow,Olive,Coral,Azure,Olden,Plum,Coral,Yellow
11549,Black,Black,Olden,Orange,Yellow,Purple,Green,Green,Maroon,Pea green
11550,Khaki,Orange,Olive,Silver,Orange,Aquamarine,Plum,Brown,Maroon,Coral
11551,Olden,Brown,Hot pink,Teal,Red,Gray,Lime,Silver,Olden,Yellow
11552,Silver,Teal,Azure,Wheat,Blue,Black,Charcoal,Ivory,Navy blue,Aquamarine
11553,Azure,Magenta,Blue,Crimson,Fuchsia,Brown,Fuchsia,Plum,Aquamarine,Wheat
11554,Crimson,Magenta,Wheat,Gray,Khaki,Red,Black,Wheat,Teal,Brown
11555,Black,Fuchsia,Aquamarine,Teal,Yellow,Purple,Crimson,Khaki,Brown,Pea green
11556,Fuchsia,Brown,Plum,Purple,Azure,Ivory,Orange,Teal,Coral,Aquamarine
11557,Aquamarine,Maroon,Blue,Black,Coral,Plum,Crimson,Lime,Pea green,Magenta
11558,Yellow,Pea green,Yellow,Navy blue,Blue,Crimson,Red,Olden,Cyan,Wheat
11559,Charcoal,Silver,Blue,Charcoal,Coral,Crimson,Olden,Wheat,Olden,Lime
11560,Crimson,Fuchsia,White,Crimson,Orange,Plum,Navy blue,Ivory,Crimson,Azure
11561,Navy blue,Azure,Fuchsia,Hot pink,Hot pink,Coral,Cyan,Silver,Red,Navy blue
11562,Cyan,Aquamarine,Red,Blue,Teal,Charcoal,Gray,Gray,Gray,Pea green
11563,Black,Pea green,Red,Pea green,Orange,Orange,Brown,Aquamarine,White,Yellow
11564,Olive,Crimson,Blue,Silver,Silver,Fuchsia,Cyan,Black,Gray,Pea green
11565,Pea green,Maroon,Blue,Plum,Navy blue,Wheat,Purple,Gray,Pea green,Cyan
11566,Yellow,Brown,Black,Khaki,Khaki,Black,Red,Silver,Red,Plum
11567,Gray,Red,Ivory,Red,Khaki,Wheat,Green,Gray,Blue,Crimson
11568,Navy blue,Olive,Ivory,Ivory,Hot pink,Navy blue,Hot pink,Plum,Wheat,Purple
11569,Red,Plum,Fuchsia,Brown,Yellow,Navy blue,Lime,Coral,Brown,Navy blue
11570,Teal,Olden,Red,Green,Crimson,Wheat,Black,Yellow,Coral,Red
11571,Olive,Charcoal,Red,Magenta,Aquamarine,Blue,Khaki,Plum,Azure,Wheat
11572,Aquamarine,Cyan,Fuchsia,Orange,Cyan,Cyan,Gray,Wheat,Olden,Maroon
11573,Magenta,Charcoal,Blue,Maroon,Olive,Olive,Khaki,Maroon,Brown,Teal
11574,Azure,Magenta,Gray,Green,Coral,Khaki,Plum,Navy blue,Navy blue,Magenta
11575,Maroon,Charcoal,Silver,Magenta,Azure,Gray,Ivory,Navy blue,Magenta,Yellow
11576,Purple,Aquamarine,Olden,Cyan,Green,Crimson,Khaki,Ivory,Yellow,Magenta
11577,Teal,Magenta,Azure,Azure,Charcoal,Maroon,Cyan,Maroon,Khaki,Navy blue
11578,Brown,Hot pink,Green,Lime,Orange,Crimson,Hot pink,Red,Plum,Coral
11579,Purple,Hot pink,Blue,Blue,Red,Silver,Crimson,Yellow,Hot pink,Aquamarine
11580,Cyan,Olden,Fuchsia,Ivory,Crimson,Crimson,Yellow,Maroon,Azure,Crimson
11581,Ivory,Khaki,Ivory,Black,Blue,Cyan,Maroon,Orange,Orange,Blue
11582,Silver,Charcoal,Maroon,White,Gray,Blue,White,Aquamarine,Teal,Orange
11583,Brown,Khaki,Red,Wheat,Orange,Fuchsia,Khaki,Olden,Lime,Plum
11584,Coral,Yellow,Purple,Lime,Pea green,Azure,Maroon,Green,Plum,Hot pink
11585,Khaki,Ivory,Teal,Blue,Charcoal,Azure,White,Gray,Magenta,Purple
11586,White,Aquamarine,Gray,Navy blue,White,Azure,Magenta,Ivory,Pea green,Ivory
11587,Gray,Ivory,Gray,Olive,Crimson,Olive,White,Fuchsia,Fuchsia,White
11588,Coral,Silver,Green,Plum,Purple,Azure,Pea green,Azure,Olden,Fuchsia
11589,Charcoal,Ivory,Olive,Plum,Azure,Wheat,Orange,Hot pink,Brown,Lime
11590,Brown,Ivory,Navy blue,Olden,Charcoal,Ivory,Teal,Green,Purple,Gray
11591,Wheat,Olive,Aquamarine,Olive,Charcoal,Ivory,Pea green,White,Red,Brown
11592,Ivory,Silver,Black,White,Coral,Blue,Aquamarine,Maroon,Aquamarine,Yellow
11593,Ivory,Plum,Magenta,White,Crimson,Yellow,Ivory,Coral,Silver,Purple
11594,Olive,Silver,Charcoal,Fuchsia,Pea green,Yellow,Aquamarine,Plum,Purple,Hot pink
11595,Cyan,Azure,Blue,Plum,Coral,Navy blue,Cyan,Orange,Red,Aquamarine
11596,Orange,Fuchsia,Charcoal,Green,Aquamarine,Hot pink,Khaki,Olden,Blue,Blue
11597,Green,Blue,Green,Orange,Plum,Yellow,White,Yellow,Purple,Purple
11598,Silver,Black,Maroon,Maroon,Coral,Fuchsia,Navy blue,Khaki,Hot pink,Purple
11599,Brown,Orange,Lime,Khaki,Lime,Olive,Wheat,Teal,Purple,Red
11600,White,Green,Fuchsia,Orange,Olive,Olive,Pea green,Olden,Lime,Aquamarine
11601,Crimson,Gray,Navy blue,Aquamarine,Navy blue,Olden,Orange,Brown,Pea green,Silver
11602,Khaki,Coral,Fuchsia,White,Teal,Gray,Silver,Cyan,Azure,Plum
11603,Khaki,Hot pink,Black,Gray,Blue,Plum,Blue,Ivory,Cyan,White
11604,Silver,Brown,Ivory,Blue,Green,Hot pink,Charcoal,Khaki,Magenta,Silver
11605,Coral,Blue,Purple,Red,Charcoal,Wheat,Brown,Olive,White,Khaki
11606,Fuchsia,Brown,Fuchsia,Azure,Brown,Teal,Cyan,Blue,Navy blue,Brown
11607,Hot pink,Orange,Brown,Azure,Coral,Magenta,Red,Black,Magenta,Charcoal
11608,Purple,Teal,Purple,Maroon,Aquamarine,Khaki,Yellow,Wheat,Gray,White
11609,Plum,Teal,Olive,Cyan,Black,Yellow,Purple,Magenta,Aquamarine,Orange
11610,Lime,Coral,Cyan,Aquamarine,Black,Gray,Gray,Azure,Magenta,Wheat
11611,Khaki,Ivory,Pea green,Coral,Azure,Charcoal,Teal,Black,Yellow,Maroon
11612,Coral,Teal,Yellow,Olden,Gray,Pea green,Azure,Orange,Teal,Azure
11613,Khaki,Gray,Purple,Brown,Plum,White,Green,Pea green,Teal,Olive
11614,Brown,Yellow,Orange,Gray,Aquamarine,Orange,Coral,Olden,Azure,Orange
11615,Ivory,Olden,Maroon,Maroon,Charcoal,Brown,Olden,Maroon,Wheat,Khaki
11616,Fuchsia,Teal,White,Lime,Magenta,Hot pink,Aquamarine,Blue,White,Maroon
11617,Coral,Wheat,Blue,Pea green,Purple,Pea green,Silver,Brown,Blue,Green
11618,Wheat,Olden,Yellow,Plum,Silver,Azure,Aquamarine,Ivory,Maroon,Silver
11619,Yellow,Magenta,Charcoal,White,Azure,Olive,Coral,Brown,Olive,Azure
11620,Crimson,Lime,Aquamarine,Yellow,Gray,Magenta,Olden,Navy blue,Blue,Gray
11621,Fuchsia,Aquamarine,Ivory,Crimson,Black,Hot pink,Gray,Red,Olive,Brown
11622,Gray,Green,Gray,Red,Khaki,Crimson,Magenta,Olive,Coral,Gray
11623,Azure,Gray,Aquamarine,Gray,Plum,Teal,Maroon,Wheat,Pea green,Red
11624,Olive,Olden,Teal,Plum,Olive,Olive,Coral,Hot pink,Fuchsia,Gray
11625,Yellow,Ivory,Red,Olden,Purple,White,Gray,White,Azure,Hot pink
11626,Purple,Ivory,Pea green,Silver,Khaki,Teal,Hot pink,Ivory,Wheat,Plum
11627,Pea green,Wheat,Green,Red,Maroon,Teal,Black,Wheat,Pea green,Black
11628,Olden,Blue,Pea green,Black,Fuchsia,White,Navy blue,Fuchsia,Lime,Khaki
11629,Teal,Wheat,Charcoal,Navy blue,Black,Brown,Charcoal,Gray,Charcoal,Olive
11630,Red,Teal,Silver,Silver,Silver,Blue,Olive,Aquamarine,Plum,Pea green
11631,Silver,Cyan,Olden,Orange,Azure,Gray,Fuchsia,Black,Blue,Silver
11632,Fuchsia,Teal,Purple,Lime,Blue,Lime,Fuchsia,Aquamarine,Green,Wheat
11633,Pea green,Green,Hot pink,Maroon,Black,Black,Blue,Orange,Crimson,Magenta
11634,Cyan,Olive,Plum,Charcoal,Wheat,Olive,Hot pink,Brown,Gray,Maroon
11635,Azure,White,Crimson,Lime,Azure,Silver,Charcoal,Lime,Orange,Maroon
11636,Ivory,Gray,Green,Navy blue,Lime,Fuchsia,Black,Charcoal,Lime,Gray
11637,Gray,Navy blue,Crimson,White,Cyan,Khaki,Plum,Plum,Azure,Magenta
11638,Orange,Blue,Black,Yellow,Teal,Black,Hot pink,Maroon,Purple,Cyan
11639,Black,Purple,Crimson,Lime,Hot pink,Wheat,Green,Plum,Wheat,Olive
11640,Black,Magenta,Azure,Azure,White,Maroon,Charcoal,Hot pink,Teal,Ivory
11641,Maroon,Khaki,Olden,Khaki,Plum,Charcoal,Maroon,Ivory,Purple,Navy blue
11642,Charcoal,Coral,Olden,Olive,Green,Fuchsia,Maroon,Fuchsia,Olive,Azure
11643,Pea green,Crimson,Green,Blue,Black,Pea green,Black,Purple,Crimson,Silver
11644,Yellow,Lime,Charcoal,Coral,Teal,Charcoal,Azure,Cyan,Blue,Green
11645,Pea green,Lime,Red,Magenta,Yellow,Navy blue,Wheat,Purple,Magenta,Purple
11646,Khaki,Gray,Maroon,Brown,Navy blue,Olive,Ivory,Yellow,Ivory,Charcoal
11647,Aquamarine,Khaki,Red,Plum,Gray,Charcoal,Gray,Aquamarine,White,Olive
11648,Blue,Hot pink,Khaki,Khaki,Olive,Black,Plum,Crimson,Crimson,Brown
11649,Purple,Olive,Purple,Teal,Green,Purple,Pea green,Yellow,Ivory,Crimson
11650,Yellow,Olive,Cyan,Charcoal,Plum,Ivory,Crimson,Cyan,Fuchsia,Fuchsia
11651,Olden,Cyan,Red,Orange,Gray,Black,Orange,Black,Ivory,Black
11652,Olive,Red,Cyan,Silver,Wheat,Gray,Teal,Ivory,Red,Green
11653,Coral,Navy blue,Ivory,Maroon,Olden,Plum,Red,Magenta,Orange,Magenta
11654,White,Red,Plum,Pea green,Azure,Teal,Green,Cyan,Aquamarine,Khaki
11655,Magenta,Gray,Orange,Lime,Yellow,Coral,Cyan,Gray,Azure,Fuchsia
11656,Maroon,Red,Green,Blue,Khaki,Orange,Maroon,Yellow,Coral,Ivory
11657,Lime,Yellow,Brown,Plum,Blue,Maroon,Wheat,Khaki,Yellow,Orange
11658,Blue,Magenta,Brown,Hot pink,Olden,Pea green,Black,Red,Silver,Wheat
11659,Hot pink,Maroon,Black,Ivory,Coral,Plum,Teal,Cyan,Khaki,Wheat
11660,Yellow,Fuchsia,Blue,Ivory,Silver,Azure,Ivory,Green,Fuchsia,Yellow
11661,Aquamarine,Gray,Green,Khaki,Olive,Red,Plum,Charcoal,Olden,Charcoal
11662,Coral,Crimson,Olden,Olden,Teal,Teal,Black,Pea green,Green,Teal
11663,Ivory,Hot pink,Azure,Aquamarine,Olive,Khaki,Black,Olive,Purple,Charcoal
11664,Azure,Brown,Green,Purple,Yellow,Magenta,Orange,Purple,Olive,Blue
11665,Fuchsia,Fuchsia,Maroon,Olden,Orange,Navy blue,Wheat,Hot pink,Green,Green
11666,Teal,White,Fuchsia,Charcoal,Fuchsia,Maroon,Ivory,Plum,Lime,Cyan
11667,Hot pink,Fuchsia,Red,Teal,Plum,Maroon,Azure,Fuchsia,Wheat,Teal
11668,Gray,Olden,Gray,Black,Olden,Gray,Azure,Purple,Yellow,Navy blue
11669,Charcoal,Navy blue,Brown,Gray,Silver,Yellow,Brown,Brown,Lime,Azure
11670,Wheat,White,Aquamarine,Maroon,Crimson,Charcoal,Maroon,Navy blue,Gray,Fuchsia
11671,Fuchsia,Red,Fuchsia,Fuchsia,Aquamarine,Lime,Khaki,Plum,Gray,Olden
11672,Purple,Hot pink,Crimson,Black,Navy blue,Charcoal,Navy blue,Lime,Plum,White
11673,Brown,Plum,Ivory,Brown,Yellow,Wheat,Orange,Orange,Blue,Olive
11674,Cyan,White,Azure,Fuchsia,Plum,Red,Pea green,Charcoal,Purple,Maroon
11675,Crimson,Ivory,Pea green,Teal,Green,Gray,Teal,White,Brown,Hot pink
11676,Wheat,Pea green,Charcoal,Azure,Olden,Brown,Green,Brown,Purple,Orange
11677,Aquamarine,Navy blue,Red,Blue,Fuchsia,Black,Olden,Magenta,Pea green,Ivory
11678,Navy blue,Purple,Azure,Khaki,Charcoal,Blue,Maroon,Aquamarine,Cyan,Gray
11679,Cyan,Purple,Wheat,Lime,Yellow,Azure,Navy blue,White,White,Purple
11680,Azure,Ivory,Azure,Orange,Gray,Navy blue,Hot pink,Magenta,Pea green,Olive
11681,Green,Pea green,Azure,Cyan,Lime,White,Green,Green,Aquamarine,Ivory
11682,Hot pink,Aquamarine,White,Crimson,Blue,Charcoal,Crimson,Khaki,Ivory,Maroon
11683,Black,Olive,Olive,Ivory,Hot pink,Charcoal,Olden,Hot pink,Aquamarine,White
11684,Maroon,Wheat,White,Olive,Silver,Fuchsia,Wheat,Coral,Lime,Ivory
11685,Pea green,Pea green,Purple,Blue,Olden,Orange,Azure,Blue,Teal,Fuchsia
11686,Orange,Blue,Brown,Coral,Cyan,Orange,Hot pink,White,Navy blue,Charcoal
11687,Pea green,Silver,Hot pink,Lime,White,Olden,White,Silver,Silver,Gray
11688,Black,Olive,Green,Wheat,Olden,Olden,Magenta,Teal,Brown,Plum
11689,Ivory,Yellow,Olden,Gray,Yellow,Purple,Azure,Plum,Crimson,Green
11690,Plum,Cyan,Coral,Fuchsia,Hot pink,Lime,Coral,Green,Crimson,Plum
11691,Black,Plum,Fuchsia,Teal,Plum,White,Green,Purple,Coral,Aquamarine
11692,Gray,Teal,Green,Coral,Purple,Gray,Pea green,Azure,Black,Blue
11693,Pea green,Silver,Teal,Azure,Fuchsia,Pea green,Plum,Plum,Charcoal,Cyan
11694,Lime,Maroon,Navy blue,Green,Coral,Brown,Crimson,Red,Azure,Teal
11695,Black,Black,Azure,Brown,Fuchsia,Khaki,Coral,Olden,Maroon,Silver
11696,Hot pink,Wheat,Navy blue,Silver,Lime,Green,Cyan,Navy blue,Ivory,Azure
11697,Hot pink,Brown,Crimson,Crimson,Plum,Red,Navy blue,Yellow,Crimson,Black
11698,Black,Hot pink,Olive,Silver,Purple,Silver,Maroon,Pea green,White,Plum
11699,Magenta,Lime,Silver,Yellow,Gray,White,Teal,Red,Crimson,Cyan
11700,Plum,Olive,Purple,Navy blue,Lime,Purple,Wheat,Yellow,Pea green,Black
11701,White,Wheat,Pea green,Aquamarine,Pea green,Yellow,Green,Charcoal,Aquamarine,Coral
11702,Khaki,Olive,Red,Hot pink,Gray,Hot pink,Azure,Yellow,Purple,Olden
11703,Gray,Aquamarine,Hot pink,Fuchsia,Black,Blue,Wheat,Coral,Brown,Azure
11704,White,Brown,Ivory,Brown,Green,Cyan,Purple,Teal,Orange,Navy blue
11705,Magenta,Silver,Cyan,Olden,Charcoal,Navy blue,Plum,Olden,Charcoal,Silver
11706,Navy blue,Olive,Olden,Azure,Red,Fuchsia,White,Hot pink,Orange,Plum
11707,Fuchsia,Navy blue,Wheat,Navy blue,Red,Wheat,Olden,Blue,Azure,Pea green
11708,Green,Pea green,Green,White,Brown,Lime,Coral,Maroon,Red,Hot pink
11709,Khaki,Cyan,Lime,Coral,Orange,Teal,Azure,Teal,Olden,Coral
11710,Fuchsia,Azure,Olive,Khaki,Olive,Navy blue,Crimson,Gray,Crimson,Plum
11711,Crimson,Fuchsia,Orange,Crimson,Purple,Wheat,Blue,Azure,Ivory,Ivory
11712,Black,Green,Plum,Wheat,Gray,Olden,Plum,Orange,Silver,Brown
11713,Plum,Hot pink,Purple,Maroon,Fuchsia,Orange,Brown,Ivory,Olive,Crimson
11714,Red,Navy blue,Pea green,Brown,White,Maroon,White,Black,Azure,Navy blue
11715,Silver,Gray,Charcoal,Coral,Silver,Orange,Teal,Olden,Orange,Aquamarine
11716,Plum,Crimson,Wheat,Green,Ivory,Olden,Navy blue,Wheat,Maroon,Aquamarine
11717,Cyan,White,Silver,Olden,Green,Fuchsia,Crimson,Orange,Azure,Yellow
11718,Fuchsia,Green,Brown,Charcoal,Teal,Orange,Purple,Orange,Khaki,Aquamarine
11719,Brown,Yellow,Lime,Gray,Yellow,Teal,Ivory,Coral,Blue,Coral
11720,Khaki,Cyan,Olden,Lime,Navy blue,Black,Ivory,Plum,Fuchsia,Olden
11721,Teal,Maroon,Orange,Ivory,Aquamarine,Fuchsia,Lime,Pea green,Coral,Pea green
11722,Fuchsia,Plum,Blue,Yellow,Plum,Maroon,Silver,Black,Hot pink,Silver
11723,Navy blue,Blue,Azure,Brown,Lime,Brown,Black,Orange,Khaki,Coral
11724,Orange,Red,Charcoal,Wheat,Black,Silver,Blue,White,Green,Navy blue
