,A,B,C,D,E,F,G,H,I,J
888,Cyan,Fuchsia,Cyan,Ivory,Cyan,Brown,Fuchsia,Blue,Lime,Green
889,Silver,Gray,Wheat,Green,Charcoal,Black,Crimson,Charcoal,Olden,Khaki
890,Yellow,Aquamarine,Teal,Cyan,Silver,White,Red,Brown,Pea green,Fuchsia
891,Teal,Crimson,Cyan,Purple,Black,Black,Maroon,Blue,Magenta,Orange
892,Red,Brown,Crimson,Hot pink,Olive,Orange,Yellow,Purple,Khaki,Teal
893,Azure,Maroon,Blue,Azure,Azure,Charcoal,Olden,Ivory,Orange,Maroon
894,Purple,Lime,Purple,Plum,Black,Crimson,Olive,Purple,Blue,Magenta
895,Khaki,Brown,Hot pink,Coral,Teal,Teal,Ivory,Cyan,Brown,Azure
896,Maroon,Pea green,Crimson,Charcoal,Lime,White,Orange,Red,Coral,White
897,Black,Olive,Pea green,Plum,Teal,Maroon,Plum,Silver,Magenta,Red
898,Orange,Maroon,Teal,Plum,Charcoal,Coral,Crimson,Lime,Plum,Teal
899,Wheat,Pea green,Khaki,Azure,Khaki,Navy blue,Green,Brown,Coral,Teal
900,Teal,Lime,Wheat,Blue,Wheat,Maroon,Coral,Aquamarine,Lime,Yellow
901,Aquamarine,Hot pink,Aquamarine,Olden,Azure,Silver,Purple,Aquamarine,Teal,Ivory
902,Navy blue,Coral,Cyan,Gray,Olden,Red,Ivory,Green,Silver,White
903,Olive,Maroon,Teal,Coral,Fuchsia,Hot pink,Maroon,Red,Yellow,Azure
904,Lime,Coral,Charcoal,Gray,Yellow,Navy blue,Brown,Lime,Pea green,Navy blue
905,Navy blue,Khaki,Purple,Black,Azure,Silver,Black,Azure,Green,Coral
906,Plum,Coral,Plum,Plum,Pea green,Brown,Olive,Navy blue,Navy blue,Blue
907,White,Ivory,Silver,Fuchsia,Wheat,Cyan,Purple,Azure,Lime,Ivory
908,Olden,Azure,Blue,Fuchsia,Yellow,Olive,Coral,Red,Blue,Ivory
909,Olive,Black,Aquamarine,Olive,Yellow,Red,Cyan,Olden,Aquamarine,Cyan
910,Hot pink,Plum,White,Olive,Olive,Orange,Green,Brown,Teal,Olive
911,Wheat,Plum,Yellow,Purple,Silver,Gray,Khaki,Green,Azure,Hot pink
912,Ivory,Cyan,Charcoal,Plum,Plum,Brown,Maroon,Gray,Silver,Ivory
913,White,Lime,Silver,Plum,Gray,Charcoal,Crimson,Blue,Wheat,White
914,Brown,Navy blue,Charcoal,Aquamarine,Maroon,Teal,Pea green,Cyan,Red,Pea green
915,Hot pink,Magenta,Maroon,Black,Brown,Hot pink,Navy blue,Crimson,Magenta,Azure
916,Azure,Charcoal,Magenta,Navy blue,Ivory,Crimson,Coral,Hot pink,Magenta,White
917,Red,Silver,Crimson,Black,Olive,Yellow,Plum,Maroon,Maroon,Pea green
918,White,Yellow,Magenta,Teal,Gray,Maroon,Olive,Maroon,Brown,Yellow
919,Pea green,Wheat,Hot pink,Hot pink,Lime,Aquamarine,Olive,Navy blue,Yellow,Blue
920,Plum,Hot pink,White,Pea green,Green,Gray,Magenta,Pea green,Black,Magenta
921,Charcoal,Brown,Ivory,Blue,Aquamarine,Olden,Wheat,Cyan,Azure,Plum
922,Magenta,Red,Olden,Olden,Orange,Crimson,Khaki,Green,Black,Fuchsia
923,Crimson,Purple,Magenta,Aquamarine,Wheat,Teal,Crimson,Hot pink,Wheat,Navy blue
924,Lime,Red,White,Green,Olden,Yellow,Green,Purple,Blue,Wheat
925,Brown,Gray,Maroon,Fuchsia,Wheat,Ivory,Orange,Green,Charcoal,Cyan
926,Yellow,Hot pink,Orange,Brown,Fuchsia,Ivory,Azure,Magenta,Gray,Olive
927,Charcoal,Purple,Olive,Orange,Navy blue,Magenta,Silver,Wheat,Orange,Gray
928,Green,Teal,Crimson,Cyan,Purple,Charcoal,Plum,Maroon,Maroon,Brown
929,Blue,Red,Maroon,Fuchsia,Ivory,Blue,Purple,Navy blue,Teal,White
930,Cyan,Coral,Magenta,Cyan,Plum,Olive,Navy blue,Black,Brown,Azure
931,Ivory,White,Coral,Silver,Teal,Black,Cyan,Orange,Wheat,Pea green
932,Lime,Green,Blue,Plum,Gray,Cyan,Magenta,Fuchsia,Pea green,Ivory
933,Blue,Black,Wheat,Plum,Gray,Plum,Silver,Plum,Cyan,White
934,Crimson,Fuchsia,Wheat,Purple,White,Teal,Purple,Lime,Cyan,Coral
935,Silver,Fuchsia,Black,Lime,Plum,Aquamarine,Crimson,Hot pink,Olden,Charcoal
936,Gray,Silver,Magenta,Gray,Aquamarine,Purple,White,Brown,Plum,Red
937,Lime,Khaki,Hot pink,Olden,White,Black,Khaki,Blue,Yellow,Orange
938,Blue,Olive,Wheat,Azure,Gray,Azure,Aquamarine,Azure,Crimson,Crimson
939,Red,Purple,Black,Lime,Magenta,Red,Fuchsia,Black,Navy blue,Magenta
940,Plum,Crimson,Hot pink,Olive,White,Lime,Olive,Ivory,Azure,Gray
941,Gray,Silver,Red,Coral,Charcoal,Charcoal,Gray,Navy blue,Charcoal,Magenta
942,White,Pea green,Blue,Brown,Magenta,Coral,Cyan,Gray,Olive,Fuchsia
943,Plum,Silver,Green,Silver,Hot pink,Gray,Plum,Crimson,Olive,Orange
944,Charcoal,Khaki,Teal,Cyan,Fuchsia,Green,Charcoal,Aquamarine,Yellow,Maroon
945,Blue,Orange,Gray,Hot pink,Charcoal,Navy blue,Cyan,Cyan,Pea green,White
946,Crimson,Khaki,Fuchsia,Maroon,Orange,Silver,Wheat,Azure,White,Olden
947,Ivory,Gray,Magenta,Coral,Cyan,Wheat,Magenta,Pea green,Maroon,White
948,Azure,Yellow,Green,Yellow,Cyan,Azure,Aquamarine,White,Blue,Hot pink
949,Brown,Red,Blue,Yellow,Ivory,Crimson,Khaki,Cyan,Khaki,Olden
950,Olive,Plum,Brown,Purple,Purple,Charcoal,Green,Plum,Olden,Crimson
951,Blue,Aquamarine,Hot pink,Yellow,Coral,Olive,Orange,Green,Olive,Wheat
952,Coral,Khaki,White,Olive,Cyan,Blue,Gray,Blue,Wheat,Khaki
953,Plum,Azure,Magenta,Khaki,Yellow,Green,Khaki,Aquamarine,Green,Charcoal
954,Azure,Lime,Azure,Maroon,Crimson,Green,Silver,Purple,Yellow,Wheat
955,Ivory,Charcoal,White,Navy blue,Coral,Pea green,Black,Black,Gray,Crimson
956,Charcoal,Charcoal,Hot pink,Pea green,Azure,Purple,White,Yellow,Brown,Blue
957,Purple,Fuchsia,Silver,Purple,Black,Plum,Olive,White,Azure,Red
958,Aquamarine,Silver,Hot pink,Ivory,Fuchsia,Plum,Lime,Maroon,Pea green,Green
959,Khaki,Purple,Wheat,Plum,Plum,Orange,Hot pink,White,Silver,Yellow
960,Plum,Crimson,Teal,Plum,Green,Pea green,Red,Gray,Olive,White
961,Purple,Pea green,Orange,Charcoal,White,Crimson,Olive,Khaki,Coral,Wheat
962,Teal,Olive,Blue,Orange,Maroon,Aquamarine,Lime,Gray,Teal,Ivory
963,Brown,Wheat,Charcoal,White,Magenta,Olden,Maroon,Plum,Ivory,Pea green
964,Lime,Blue,Brown,Hot pink,Teal,Gray,Red,Coral,Navy blue,Olden
965,Olive,Green,Pea green,Cyan,Ivory,Orange,Pea green,Magenta,Crimson,Pea green
966,Wheat,Gray,Coral,Black,Olive,Azure,Gray,Olden,Magenta,Orange
967,Green,Coral,Blue,Purple,Olden,Black,Olive,White,Brown,Olden
968,Red,Khaki,Silver,Wheat,Brown,Ivory,Cyan,Purple,Orange,Olden
969,Orange,Black,Olden,Olive,Red,Azure,Crimson,Crimson,Fuchsia,Plum
970,Gray,Pea green,Olive,Azure,Green,Olive,Gray,Khaki,Crimson,Magenta
971,Blue,White,Blue,Fuchsia,Orange,Ivory,Ivory,Hot pink,Brown,Lime
972,Silver,Black,Aquamarine,Wheat,Plum,Ivory,Azure,Purple,Teal,Yellow
973,Orange,Purple,Charcoal,Khaki,Yellow,Gray,Blue,Navy blue,Aquamarine,Azure
974,Aquamarine,Silver,Black,Yellow,Brown,Aquamarine,White,Gray,Blue,Wheat
975,Azure,Olive,Cyan,Brown,Aquamarine,Gray,White,Wheat,Black,Fuchsia
976,Purple,Navy blue,Blue,Blue,Blue,Charcoal,Charcoal,Plum,Teal,Blue
977,Black,Navy blue,Magenta,Charcoal,Cyan,Teal,Magenta,Navy blue,Aquamarine,Gray
978,Gray,White,Ivory,Pea green,Black,Cyan,Magenta,Maroon,Yellow,Plum
979,Yellow,White,Fuchsia,Teal,Fuchsia,Maroon,Purple,Fuchsia,Cyan,Olive
980,Charcoal,Silver,Azure,Navy blue,Orange,Orange,Magenta,Hot pink,Wheat,Purple
981,Plum,Navy blue,Olive,Black,Ivory,Navy blue,Lime,Hot pink,Khaki,Teal
982,Aquamarine,Purple,Maroon,Magenta,Maroon,Crimson,Gray,Crimson,Olive,Olden
983,Hot pink,Coral,Purple,Olden,Plum,Olive,Plum,Crimson,Khaki,Azure
984,Khaki,Magenta,Ivory,Red,Yellow,Red,Brown,Lime,Aquamarine,White
985,Ivory,Silver,Maroon,Crimson,Plum,Lime,Cyan,Cyan,Purple,Azure
986,Navy blue,White,Black,Fuchsia,Teal,White,Red,Teal,Hot pink,Charcoal
987,Charcoal,Green,Orange,Black,Khaki,Crimson,Brown,Silver,Teal,Olive
988,Silver,Pea green,Gray,Magenta,Brown,Charcoal,Magenta,Purple,Ivory,Red
989,Yellow,Green,Khaki,Blue,Pea green,Blue,Wheat,Fuchsia,Coral,Aquamarine
990,Hot pink,Aquamarine,Olive,Yellow,White,Aquamarine,Navy blue,White,Silver,Magenta
991,Ivory,Brown,Orange,Fuchsia,Crimson,Olive,Wheat,Plum,Crimson,Khaki
992,Khaki,Azure,Pea green,Coral,Navy blue,Gray,Purple,Khaki,Fuchsia,Blue
993,Charcoal,Red,Green,Red,Plum,Yellow,Maroon,Maroon,Plum,Black
994,Brown,Wheat,Purple,Ivory,Coral,Blue,Gray,Red,Red,Charcoal
995,Azure,Purple,Cyan,White,Maroon,White,Khaki,Brown,Gray,Purple
996,Wheat,Khaki,Cyan,Maroon,Olive,Purple,Blue,Magenta,Purple,Crimson
997,Maroon,Navy blue,Plum,Coral,Navy blue,Cyan,Brown,Fuchsia,Pea green,Gray
998,Olden,Aquamarine,Coral,Silver,Magenta,Charcoal,Blue,Crimson,Azure,Azure
999,Ivory,Plum,Ivory,Maroon,Teal,Teal,Azure,Olden,Silver,Cyan
1000,Cyan,Blue,Yellow,Cyan,Cyan,Azure,Silver,Aquamarine,Yellow,Azure
1001,Pea green,Orange,Green,Khaki,Olden,Coral,Teal,Maroon,Charcoal,Red
1002,Fuchsia,Plum,Coral,Black,Wheat,Aquamarine,Purple,Ivory,Green,Yellow
1003,Coral,Olden,Black,Green,Aquamarine,Charcoal,Yellow,Hot pink,Fuchsia,Azure
1004,Olive,Crimson,Aquamarine,Lime,Gray,Olive,Maroon,Yellow,Orange,Crimson
1005,Cyan,Charcoal,Green,Brown,Coral,Green,Navy blue,Silver,Orange,Wheat
1006,Fuchsia,Crimson,Khaki,Coral,Olive,Olden,Coral,Gray,Magenta,Orange
1007,Olden,Maroon,Charcoal,White,Magenta,Purple,Wheat,Navy blue,Olden,Crimson
1008,Crimson,Black,Teal,Silver,Hot pink,Aquamarine,Wheat,Purple,Brown,Brown
1009,Fuchsia,Navy blue,Magenta,Coral,Silver,Crimson,Teal,Coral,Silver,Teal
1010,Black,Olden,Navy blue,Red,Gray,Ivory,Aquamarine,Yellow,Silver,Aquamarine
1011,Black,Crimson,Olden,Yellow,Fuchsia,Maroon,Orange,Olive,Purple,Brown
1012,Yellow,Lime,Purple,Lime,White,Wheat,Black,White,Green,Red
1013,Navy blue,Wheat,Olden,Red,Pea green,Khaki,Black,Orange,Pea green,Gray
1014,Aquamarine,White,Aquamarine,Azure,Black,Purple,Gray,Hot pink,Brown,Crimson
1015,Blue,Lime,Cyan,Lime,Hot pink,Maroon,Cyan,Fuchsia,Green,Charcoal
1016,Gray,Navy blue,Olive,Crimson,Yellow,Gray,Pea green,Plum,Khaki,Pea green
1017,Plum,Black,Green,Khaki,Wheat,Aquamarine,Gray,Olive,Orange,White
1018,Olive,Olive,Plum,Silver,Fuchsia,Blue,Cyan,Lime,Fuchsia,Brown
1019,Silver,Wheat,Azure,Green,Coral,Green,Khaki,Gray,Black,Khaki
1020,Charcoal,Ivory,Azure,Lime,Blue,Blue,Plum,Silver,Yellow,Olive
1021,Aquamarine,Blue,Teal,Khaki,Brown,Khaki,Blue,Fuchsia,Maroon,Black
1022,Red,Maroon,Plum,Purple,Green,Olive,Gray,Crimson,Olden,Silver
1023,Yellow,Ivory,Orange,Brown,Olive,Crimson,Purple,Purple,Charcoal,Blue
1024,Gray,Yellow,Silver,White,Ivory,Blue,Teal,Teal,Silver,Aquamarine
1025,Orange,Coral,Cyan,Ivory,Pea green,Fuchsia,Yellow,Lime,Gray,Azure
1026,Aquamarine,Teal,Wheat,Olive,Silver,Navy blue,Gray,Maroon,Red,Aquamarine
1027,Blue,Plum,Gray,Yellow,Silver,Gray,Black,Olive,Green,Orange
1028,Magenta,Purple,Teal,Silver,Magenta,Green,Brown,White,Red,Green
1029,Navy blue,Lime,Olden,Cyan,Crimson,Olden,Cyan,Black,Hot pink,White
1030,Silver,Maroon,Charcoal,Maroon,Purple,Maroon,Crimson,Charcoal,Green,Khaki
1031,Aquamarine,Silver,Teal,Silver,Magenta,Aquamarine,Red,Khaki,Azure,Blue
1032,Olive,Brown,Wheat,Aquamarine,Olden,Orange,Fuchsia,Coral,Pea green,Yellow
1033,Orange,Red,Yellow,White,Maroon,Orange,Azure,Blue,Coral,Orange
1034,Olden,Aquamarine,Silver,Silver,Coral,Olden,Teal,Cyan,Green,Fuchsia
1035,Crimson,Coral,Green,Maroon,Maroon,Silver,Lime,Fuchsia,White,Fuchsia
1036,Azure,Olive,Lime,Ivory,Lime,Pea green,Black,Magenta,Olive,Purple
1037,Purple,White,Ivory,Pea green,Charcoal,Purple,Crimson,Olive,Gray,Wheat
1038,Purple,Azure,Gray,Purple,Red,Maroon,Silver,Green,Black,Purple
1039,Gray,Khaki,Ivory,Yellow,Brown,Brown,Magenta,Cyan,Maroon,Orange
1040,Azure,Silver,Green,Silver,Olive,Olden,Lime,Coral,Green,Azure
1041,Yellow,Pea green,Cyan,Khaki,Navy blue,Aquamarine,Green,Olive,Blue,Olden
1042,Black,Green,Khaki,Wheat,White,Coral,Green,Red,Fuchsia,Crimson
1043,Red,Teal,White,Khaki,Lime,Pea green,Pea green,Plum,Pea green,Orange
1044,Cyan,Hot pink,Brown,Crimson,White,Purple,Orange,Wheat,Pea green,Olive
1045,Plum,Purple,White,Azure,Azure,Wheat,White,Hot pink,Black,Fuchsia
1046,Olive,Orange,Lime,Khaki,Olive,Green,Navy blue,Navy blue,Gray,Teal
1047,White,Olden,Yellow,Hot pink,Yellow,Coral,Plum,Aquamarine,Ivory,Navy blue
1048,Yellow,Charcoal,Red,Red,Olive,White,Pea green,Red,White,Orange
1049,Navy blue,Cyan,Aquamarine,Olden,Fuchsia,Gray,Purple,Red,Purple,Wheat
1050,Orange,Fuchsia,Maroon,Olden,White,Wheat,Fuchsia,Navy blue,Hot pink,Purple
1051,Coral,Pea green,Khaki,White,White,Crimson,Fuchsia,Pea green,Khaki,Wheat
1052,Hot pink,Azure,Coral,Purple,Gray,Black,Olden,Pea green,Khaki,Aquamarine
1053,White,Teal,Plum,Olden,Lime,Coral,Aquamarine,Teal,Cyan,Teal
1054,Purple,Cyan,Green,Orange,Magenta,Coral,Charcoal,Khaki,Purple,Orange
1055,Teal,White,Aquamarine,Fuchsia,Maroon,Yellow,Gray,Cyan,White,Gray
1056,Charcoal,Wheat,White,Khaki,Charcoal,Purple,Brown,Plum,Magenta,Wheat
1057,Azure,Blue,Fuchsia,Azure,White,Orange,Red,Lime,Red,Wheat
1058,Gray,Fuchsia,Charcoal,Orange,Olden,Maroon,Yellow,Coral,Purple,Hot pink
1059,Wheat,Lime,Magenta,Brown,Khaki,Silver,Silver,Olden,Charcoal,White
1060,Coral,Gray,Aquamarine,Crimson,Olive,Ivory,Coral,White,Wheat,Brown
1061,Brown,Maroon,Crimson,Olden,White,Lime,Black,Gray,Teal,Green
1062,Coral,Orange,Charcoal,Ivory,Lime,Red,Coral,Blue,Green,Pea green
1063,Brown,Azure,Yellow,Cyan,Silver,Silver,Olive,Orange,Olden,Lime
1064,Ivory,Coral,Hot pink,Navy blue,Charcoal,Orange,Green,Wheat,Khaki,Hot pink
1065,Gray,Ivory,Fuchsia,Olive,Olden,Azure,Orange,Navy blue,Green,Azure
1066,Purple,Pea green,Olden,Black,Fuchsia,Azure,Wheat,Cyan,Black,Teal
1067,Lime,Crimson,Olden,Coral,Gray,Red,Coral,Charcoal,Red,Red
1068,Blue,Pea green,Aquamarine,Plum,Gray,Plum,Orange,Maroon,Orange,Wheat
1069,Plum,Black,Olive,Gray,Brown,Green,Brown,Green,Red,Green
1070,Crimson,Black,Aquamarine,Ivory,Yellow,Crimson,Azure,Yellow,Fuchsia,Khaki
1071,Green,Plum,Brown,Orange,Red,Purple,Crimson,Plum,White,Teal
1072,Gray,Wheat,Orange,Magenta,Gray,Maroon,Black,Hot pink,Cyan,Pea green
1073,Brown,Orange,Magenta,Coral,Fuchsia,Teal,Brown,Cyan,Plum,Olive
1074,Navy blue,Azure,White,Black,Gray,Ivory,Olden,White,Olden,Plum
1075,Yellow,Crimson,Crimson,Wheat,Gray,Khaki,Black,Ivory,Orange,Orange
1076,Yellow,Azure,Aquamarine,Maroon,Blue,Fuchsia,Yellow,Charcoal,Brown,Teal
1077,White,Navy blue,Charcoal,Black,Hot pink,Navy blue,Coral,Cyan,Olden,White
1078,Teal,Maroon,Gray,Coral,Azure,Wheat,Ivory,Coral,Charcoal,Plum
1079,Purple,Wheat,Green,Crimson,Purple,Orange,Wheat,Brown,Aquamarine,Wheat
1080,Olden,Pea green,Blue,Cyan,Aquamarine,Teal,Fuchsia,Hot pink,Pea green,Azure
1081,Olive,Hot pink,Pea green,White,Maroon,Navy blue,Black,White,Purple,Azure
1082,Silver,Azure,Plum,Khaki,White,Coral,Lime,Aquamarine,Blue,Red
1083,Maroon,Red,Hot pink,Wheat,Black,Gray,Pea green,Black,Maroon,Crimson
1084,Coral,Maroon,Navy blue,Hot pink,Coral,Red,Charcoal,Crimson,Blue,Azure
1085,Crimson,Red,Blue,Olive,Wheat,Cyan,Brown,Crimson,Brown,Orange
1086,Navy blue,Hot pink,Teal,Azure,Aquamarine,Yellow,Navy blue,Maroon,Charcoal,Aquamarine
1087,Blue,Khaki,Yellow,Purple,Aquamarine,Maroon,Magenta,Red,Olive,Yellow
1088,Coral,Brown,Magenta,Plum,Coral,Fuchsia,Purple,Aquamarine,Aquamarine,Black
1089,Blue,Yellow,Blue,Navy blue,Brown,Crimson,Plum,Yellow,Fuchsia,Silver
1090,White,Black,Pea green,Khaki,Aquamarine,Azure,Purple,Wheat,Ivory,Fuchsia
1091,Cyan,Teal,Black,Orange,Yellow,Olden,Khaki,Ivory,Hot pink,Fuchsia
1092,Blue,Charcoal,Silver,Wheat,Plum,Orange,White,Crimson,Black,Silver
1093,Blue,Fuchsia,Lime,Red,Navy blue,Khaki,Gray,Pea green,Wheat,Khaki
1094,Olive,Yellow,Wheat,Yellow,Azure,White,Khaki,Gray,Cyan,Blue
1095,Red,Teal,Magenta,Maroon,Red,Khaki,Fuchsia,Brown,Navy blue,Yellow
1096,Orange,Gray,Fuchsia,Fuchsia,Azure,Silver,Azure,Pea green,Wheat,Charcoal
1097,Brown,Purple,Gray,Red,Wheat,Green,Orange,White,Wheat,Wheat
1098,Cyan,Charcoal,Fuchsia,Yellow,Purple,Wheat,Crimson,Hot pink,Orange,Orange
1099,Plum,Plum,Charcoal,Orange,Navy blue,Gray,Pea green,Magenta,Crimson,Ivory
1100,Olive,Olden,Azure,Maroon,Brown,Lime,Brown,Fuchsia,Black,Khaki
1101,Pea green,Silver,Azure,Teal,Ivory,Azure,Green,Yellow,Azure,Azure
1102,Hot pink,Navy blue,Crimson,Gray,Navy blue,Azure,Lime,Yellow,Pea green,Pea green
1103,Green,Fuchsia,Cyan,White,Teal,Aquamarine,Crimson,Olive,Silver,Teal
1104,Black,Aquamarine,Azure,Lime,Coral,Maroon,Brown,Aquamarine,Hot pink,Azure
1105,Black,Lime,Navy blue,Yellow,Olden,Gray,Coral,Fuchsia,Teal,Purple
1106,Yellow,Hot pink,Azure,Lime,Charcoal,Brown,White,Cyan,Azure,Aquamarine
1107,Blue,Wheat,Crimson,Purple,Navy blue,Navy blue,Aquamarine,Khaki,Cyan,Magenta
1108,Plum,Maroon,Navy blue,Charcoal,Aquamarine,Yellow,Red,Crimson,Ivory,Blue
1109,Silver,Charcoal,Charcoal,Fuchsia,Pea green,Blue,Navy blue,Green,Pea green,Blue
1110,Cyan,Plum,Charcoal,Red,Lime,Plum,Azure,Navy blue,Charcoal,Orange
1111,Pea green,Maroon,Purple,Teal,Blue,Red,Charcoal,Coral,Red,Hot pink
1112,Olive,Olive,Cyan,Olden,Crimson,Wheat,Olden,Purple,Olden,Olive
1113,Blue,Gray,Purple,Pea green,Yellow,Blue,Black,White,Crimson,Gray
1114,Lime,Cyan,Coral,Magenta,Aquamarine,Plum,Charcoal,Navy blue,Teal,Cyan
1115,Olive,Fuchsia,Teal,Red,Fuchsia,Gray,Khaki,Pea green,Khaki,Ivory
1116,Fuchsia,Teal,Navy blue,Orange,Gray,Orange,White,Orange,Fuchsia,Hot pink
1117,Lime,Aquamarine,Cyan,Crimson,Aquamarine,Azure,Lime,Blue,Silver,Purple
1118,Ivory,Pea green,Aquamarine,Olden,Brown,Khaki,Teal,White,Ivory,Brown
1119,Crimson,Brown,Navy blue,Aquamarine,Blue,Charcoal,Silver,Maroon,Cyan,Silver
1120,Olive,Fuchsia,Lime,Lime,Hot pink,White,Blue,Brown,Brown,Silver
1121,Lime,Teal,Brown,Yellow,White,Silver,Silver,Pea green,Green,Ivory
1122,Silver,Coral,Navy blue,Khaki,Charcoal,Green,Navy blue,Crimson,Olive,Silver
1123,Aquamarine,Ivory,Fuchsia,Wheat,Olive,Brown,Aquamarine,Red,Khaki,Cyan
1124,Olden,Hot pink,Lime,Azure,Gray,Khaki,Hot pink,Silver,Coral,Crimson
1125,Coral,Aquamarine,Cyan,Gray,Silver,Cyan,Red,Olive,Green,Gray
1126,Magenta,Pea green,Black,Yellow,Wheat,Yellow,Lime,Pea green,Black,Olden
1127,Navy blue,Blue,Brown,Pea green,Plum,Ivory,Hot pink,Crimson,Hot pink,White
1128,Cyan,Charcoal,Olive,Blue,Pea green,Olden,Gray,Charcoal,Navy blue,Ivory
1129,Khaki,Aquamarine,Crimson,Green,Silver,Yellow,Olden,Charcoal,Coral,Maroon
1130,Azure,Hot pink,Teal,Black,Wheat,Brown,Orange,Olden,Charcoal,Magenta
1131,Brown,Olden,Maroon,Wheat,Orange,Olden,Brown,Aquamarine,Maroon,Azure
1132,Ivory,Black,Ivory,Brown,Maroon,Olden,Wheat,Coral,Olden,Teal
1133,Navy blue,Navy blue,Olive,Gray,Green,Azure,Olive,Coral,Pea green,Green
1134,Olive,Blue,Pea green,Orange,Silver,Aquamarine,Maroon,Silver,Purple,Ivory
1135,Khaki,Fuchsia,Silver,Maroon,Pea green,Green,Silver,Azure,Lime,Red
1136,Lime,Aquamarine,Crimson,Ivory,Red,Khaki,Charcoal,Wheat,Magenta,Blue
1137,Aquamarine,Blue,Blue,Purple,Hot pink,White,Khaki,Black,Cyan,Ivory
1138,Hot pink,Olden,Khaki,White,Aquamarine,Maroon,Teal,Purple,Plum,Crimson
1139,Green,Teal,Gray,Gray,Red,White,Olden,Maroon,Cyan,Hot pink
1140,Green,Azure,Blue,Charcoal,Teal,Charcoal,White,Fuchsia,Black,Charcoal
1141,Hot pink,Navy blue,Teal,Green,Fuchsia,Khaki,Black,Navy blue,Wheat,Cyan
1142,Azure,Hot pink,Gray,Orange,Aquamarine,Fuchsia,Orange,Navy blue,Khaki,Pea green
1143,Red,Charcoal,Teal,Plum,Fuchsia,Charcoal,Wheat,Charcoal,Fuchsia,Black
1144,Magenta,Coral,Silver,Gray,Aquamarine,Khaki,Plum,Olive,Black,Blue
1145,Hot pink,Khaki,Gray,Red,Plum,Plum,Lime,Silver,Pea green,Ivory
1146,Black,Maroon,Gray,Cyan,Aquamarine,Navy blue,Purple,Orange,Orange,Magenta
1147,Aquamarine,Magenta,Coral,Teal,Hot pink,Cyan,Brown,Crimson,Aquamarine,White
1148,Azure,Coral,Coral,Olive,Olive,Coral,Khaki,Fuchsia,Khaki,Khaki
1149,Red,Khaki,Orange,Azure,Purple,Fuchsia,Silver,Olive,Red,Olive
1150,Black,Blue,Khaki,Coral,Blue,Charcoal,Brown,Pea green,Maroon,Aquamarine
1151,Aquamarine,Purple,Maroon,Cyan,Yellow,Fuchsia,Green,Olden,Ivory,Lime
1152,Navy blue,Black,Cyan,Brown,Plum,Lime,Khaki,Ivory,Lime,Magenta
1153,Crimson,Purple,Charcoal,Lime,Navy blue,Teal,Azure,Lime,Red,Maroon
1154,Gray,Green,Brown,White,Aquamarine,Cyan,Azure,Maroon,Charcoal,White
1155,Red,Black,Coral,Azure,Gray,Orange,Navy blue,Silver,Silver,Khaki
1156,Navy blue,Plum,Blue,Ivory,Fuchsia,Green,Orange,White,Orange,Coral
1157,Purple,Ivory,Black,Olive,Charcoal,Khaki,Olden,Lime,Khaki,Plum
1158,Fuchsia,White,White,Red,Olden,Blue,Charcoal,Magenta,Blue,Green
1159,Blue,Wheat,Brown,Coral,Orange,Lime,Cyan,Wheat,Charcoal,Plum
1160,Azure,Teal,Cyan,Navy blue,Azure,Wheat,Olden,Azure,Silver,Pea green
1161,Coral,Hot pink,Lime,Gray,Brown,Navy blue,Gray,Maroon,Red,Lime
1162,Pea green,Khaki,Wheat,Hot pink,Magenta,Pea green,Coral,Charcoal,Cyan,Black
1163,Lime,White,Olive,Charcoal,Blue,Olive,Silver,Ivory,Red,Hot pink
1164,Plum,Coral,Silver,Ivory,Charcoal,Brown,Wheat,Maroon,Hot pink,Gray
1165,Teal,Olden,Teal,Wheat,Gray,Blue,Olden,Green,Maroon,Aquamarine
1166,Blue,Red,Red,Blue,Green,Purple,Olden,Pea green,Olive,Brown
1167,Black,Teal,Green,Fuchsia,Coral,Teal,Wheat,Olive,Olive,Red
1168,Blue,Teal,Pea green,Blue,Silver,Azure,Red,Yellow,Cyan,Olive
1169,Orange,Orange,Magenta,Teal,Silver,Gray,Crimson,Wheat,Olive,Ivory
1170,Blue,Black,Orange,Aquamarine,Teal,Yellow,Hot pink,Maroon,Green,Orange
1171,Wheat,Blue,Lime,Red,Red,Charcoal,Purple,Magenta,Orange,Silver
1172,Pea green,Crimson,Cyan,Purple,Hot pink,Maroon,Charcoal,Olden,Charcoal,Olden
1173,Red,Fuchsia,Maroon,Red,Fuchsia,Brown,Coral,White,Silver,Purple
1174,Olive,Hot pink,Black,Khaki,Olive,Magenta,Cyan,Ivory,Black,Teal
1175,Purple,Lime,Gray,Crimson,Aquamarine,Red,Navy blue,Black,Orange,Olden
1176,Maroon,Orange,Olive,Pea green,Silver,Khaki,Pea green,Khaki,Navy blue,White
1177,Plum,Wheat,Plum,White,Red,Teal,Red,Charcoal,Gray,Yellow
1178,Hot pink,Crimson,Teal,Pea green,Black,Orange,Maroon,Blue,Fuchsia,Yellow
1179,Red,Olden,Azure,Maroon,Azure,Green,Navy blue,Magenta,Blue,Teal
1180,Maroon,Purple,Fuchsia,Olive,Cyan,Purple,Silver,Hot pink,Charcoal,Coral
